cadre,name,year,duration_weeks,idno,training_name
Assam Meghalaya,Dr. M Angamuthu,2010,1,01AM027400,Forest Rights Act                                                                                   
Assam Meghalaya,Dr. Jayant Narlikar,2007,1,01AM027700,MICRO Finaance and SHGS formation                                                                   
Assam Meghalaya,Dr. Jayant Narlikar,2009,1,01AM027700,DISASTER MANAGEMENT                                                                                 
Assam Meghalaya,Shri Siddharth Singh,2009,1,01AM028800,Training on Microfinance & Financial inclusion in SIPA Rajasthan                                    
Assam Meghalaya,Shri Vinod S,2009,4,01AM030100,survey & settlement training                                                                        
Assam Meghalaya,Shri Viswanathan S,2009,4,01AM030300,survey & settlement training                                                                        
Assam Meghalaya,Shri Ram Singh,2009,4,01AM030400,survey & settlement training                                                                        
Assam Meghalaya,Shri Manoj Kumar,2009,4,01AM030500,survey & settlement training                                                                        
Assam Meghalaya,Shri Preetom Kumar Saikia,2007,1,01AM808204,On policy formulation                                                                               
Assam Meghalaya,Shri Preetom Kumar Saikia,2007,1,01AM808204,India Urban Space workshop Mumbai                                                                   
Assam Meghalaya,Shri Preetom Kumar Saikia,2009,7,01AM808204,Induction training programme for IAS Officer                                                        
Andhra Pradesh,Shri R P Watal,1986,1,01AP026800,ADM TRG INSTT MYSORE                                                                                
Andhra Pradesh,Shri R P Watal,1987,3,01AP026800,MIDA POONA PROG IMPLMN                                                                              
Andhra Pradesh,Shri I Y R Krishna Rao,1985,1,01AP027300,INST OF PUB ENTRE HYD                                                                               
Andhra Pradesh,Shri I Y R Krishna Rao,1986,4,01AP027300,SPIPA AHD PUB ADMN                                                                                  
Andhra Pradesh,Shri I Y R Krishna Rao,1989,1,01AP027300,HUM.RES.DEVP.INCL.PERF.                                                                             
Andhra Pradesh,Shri I Y R Krishna Rao,1994,1,01AP027300,RURAL DEVELOPMENT                                                                                   
Andhra Pradesh,Shri I Y R Krishna Rao,1996,1,01AP027300,INTER-GOVT FINANCIAL                                                                                
Andhra Pradesh,Shri I Y R Krishna Rao,1999,2,01AP027300,SR.LEVEL 1979-82 TRG                                                                                
Andhra Pradesh,Shri I Y R Krishna Rao,2002,1,01AP027300,BASIC COURSE ON WTO                                                                                 
Andhra Pradesh,Shri I Y R Krishna Rao,2003,1,01AP027300,ADVANCE COURSE ON WTO                                                                               
Andhra Pradesh,Dr. I V Subba Rao,1984,6,01AP027400,OSMANIA BUS MGT                                                                                     
Andhra Pradesh,Dr. I V Subba Rao,1985,1,01AP027400,INST OF PUB ENTRE HYD                                                                               
Andhra Pradesh,Dr. I V Subba Rao,1988,4,01AP027400,AT1 CALCUTTA ADMINISTR                                                                              
Andhra Pradesh,Dr. I V Subba Rao,1992,3,01AP027400,ASC HYD                                                                                             
Andhra Pradesh,Shri Satyanarayan Mohanty,1988,2,01AP028100,IFM MADRAS FINCE MGT                                                                                
Andhra Pradesh,Shri Satyanarayan Mohanty,2002,2,01AP028100,"ASCI,HYD ADV.COURS WTO                                                                              "
Andhra Pradesh,Shri Satyanarayan Mohanty,2003,48,01AP028100,"NL DEFENCE COLLEGE,N.D                                                                              "
Andhra Pradesh,Ms. D Lakshmi P Bhaskar,1988,4,01AP028200,ATI MYSORE                                                                                          
Andhra Pradesh,Ms. D Lakshmi P Bhaskar,1991,3,01AP028200,ATI MYSORE                                                                                          
Andhra Pradesh,Shri Aswini Kumar Parida,1986,1,01AP028300,MGT DEV INST GURGAON                                                                                
Andhra Pradesh,Shri Sathya Prakash Tucker,1986,1,01AP029200,"NLI,ND TAXES WAGES&PRI                                                                              "
Andhra Pradesh,Shri Sathya Prakash Tucker,1986,1,01AP029200,"MDI,GURGAON FINCL MGT                                                                               "
