ID,Name,Service,Cadre,Allotment_Year,Date_of_Birth,Date_of_Joining,Source_of_Recruitment,Gender,Place_of_Domicile,Mother_Tongue,Languages_Known,Retired,Retirement_Reason,Source
KN028700,Shri Rajdeep Saxena,Indian Administrative Services,Karnataka ,1988,18-11-1964,01-07-1988,Direct Recruitment,Male,Delhi,Hindi,English Sanskrit Urdu,FALSE,Expired,Supremo
KN028813,Shri D S Ashwath,Indian Administrative Services,Karnataka ,1988,05-03-1950,04-06-1993,By Promotion from State Civil Service,Male,Karnataka,Kannada,English Hindi Tamil Telugu Urdu,FALSE,Superannuated,Supremo
KN028814,Shri H Shashidhar,Indian Administrative Services,Karnataka ,1988,16-11-1950,06-08-1993,By Promotion from State Civil Service,Male,Karnataka,Kannada,English Kannada,FALSE,Superannuated,Supremo
KN028815,Shri P N Sreenivasachari,Indian Administrative Services,Karnataka ,1988,11-06-1954,06-08-1993,By Promotion from State Civil Service,Male,Karnataka,Telugu,English,FALSE,Superannuated,Supremo
MH039311,Shri K B Bhoge,Indian Administrative Services,Maharashtra ,1988,01-07-1946,03-02-1995,By Promotion from State Civil Service,Male,Maharashtra,Marathi,English Hindi Marathi,FALSE,Superannuated,Supremo
MP040915,Ms. Lalita K Sagar,Indian Administrative Services,Madhya Pradesh ,1988,01-01-1943,01-07-1900,By Promotion from State Civil Service,Female,Madhya Pradesh,Hindi,English,FALSE,Superannuated,Supremo
MP040916,Shri Awadh N Tiwari,Indian Administrative Services,Madhya Pradesh ,1988,06-03-1942,09-02-1994,By Promotion from State Civil Service,Male,Madhya Pradesh,Hindi,English,FALSE,Superannuated,Supremo
MP040918,Shri Sp Gupta,Indian Administrative Services,Madhya Pradesh ,1988,06-02-1944,15-03-1994,By Promotion from State Civil Service,Male,Madhya Pradesh,Hindi,English Hindi,FALSE,Superannuated,Supremo
MP040919,Shri A Arjariya,Indian Administrative Services,Madhya Pradesh ,1988,01-01-1945,15-03-1994,By Promotion from State Civil Service,Male,Madhya Pradesh,Hindi,English Hindi,FALSE,Superannuated,Supremo
MP040921,Shri Mm Srivastava,Indian Administrative Services,Madhya Pradesh ,1988,14-11-1949,13-09-1994,By Promotion from State Civil Service,Male,Madhya Pradesh,Hindi,English Hindi,FALSE,Expired,Supremo
MP040922,Shri Bhupal Singh,Indian Administrative Services,Madhya Pradesh ,1988,16-03-1947,13-09-1994,By Promotion from State Civil Service,Male,Madhya Pradesh,Hindi,N.A.,FALSE,Superannuated,Supremo
MP040924,Shri L S Baghel,Indian Administrative Services,Madhya Pradesh ,1988,01-07-1949,17-11-1994,By Selection,Male,Madhya Pradesh,Hindi,English Hindi,FALSE,Superannuated,Supremo
MT012911,Shri N K Maitra,Indian Administrative Services,Manipur-Tripura ,1988,27-09-1942,09-12-1994,By Promotion from State Civil Service,Male,Manipur,Manipuri,English Manipuri,FALSE,Expired,Supremo
MT012912,Shri Bimal Bhowmik,Indian Administrative Services,Manipur-Tripura ,1988,26-12-1942,09-12-1994,By Promotion from State Civil Service,Male,Tripura,Bengali,Bengali English Hindi,FALSE,Superannuated,Supremo
MT012913,Shri Nepal Chandra Sinha,Indian Administrative Services,Manipur-Tripura ,1988,03-01-1952,09-12-1994,By Promotion from State Civil Service,Male,Tripura,Bengali,English,FALSE,Superannuated,Supremo
MT012914,Shri Sailiana Sailo,Indian Administrative Services,Manipur-Tripura ,1988,01-11-1947,09-12-1994,By Promotion from State Civil Service,Male,Tripura,Manipuri,English Manipuri,FALSE,Superannuated,Supremo
MT012915,Shri Sailan Kumar Das,Indian Administrative Services,Manipur-Tripura ,1988,30-10-1951,09-12-1994,By Promotion from State Civil Service,Male,Tripura,Bengali,Bengali English Hindi,FALSE,Superannuated,Supremo
MT012916,Ms. C Kipgen,Indian Administrative Services,Manipur-Tripura ,1988,01-02-1949,03-03-1994,By Promotion from State Civil Service,Female,Manipur,Manipuri,English,FALSE,Superannuated,Supremo
MT012917,Shri K Dinamani Singh,Indian Administrative Services,Manipur-Tripura ,1988,01-03-1947,31-12-1993,By Promotion from State Civil Service,Male,Manipur,Manipuri,English Manipuri,FALSE,Retired voluntarily,Supremo
MT012918,Shri S Kirtibash Sharma,Indian Administrative Services,Manipur-Tripura ,1988,01-03-1941,03-03-1994,By Promotion from State Civil Service,Male,Manipur,Manipuri,English Manipuri,FALSE,Retired after Extension/Re-Employment,Supremo
OR023411,Shri Niranjan Padhi,Indian Administrative Services,Odisha ,1988,06-03-1943,29-12-1992,By Promotion from State Civil Service,Male,Odisha,Oriya,English Oriya,FALSE,Superannuated,Supremo
OR023511,Shri Swapaneswar Baya,Indian Administrative Services,Odisha ,1988,24-06-1946,27-12-1995,By Promotion from State Civil Service,Male,Odisha,Oriya,English Hindi Oriya,FALSE,Superannuated,Supremo
OR023512,Shri Digambar Mohanty,Indian Administrative Services,Odisha ,1988,29-10-1947,27-12-1995,By Promotion from State Civil Service,Male,Odisha,Oriya,English Oriya,FALSE,Superannuated,Supremo
OR023513,Shri Manoranjan Saran,Indian Administrative Services,Odisha ,1988,28-10-1948,27-12-1995,By Promotion from State Civil Service,Male,Odisha,Oriya,English Italian Oriya,FALSE,Superannuated,Supremo
OR023514,Shri S C Patanaik,Indian Administrative Services,Odisha ,1988,01-07-1950,27-12-1995,By Promotion from State Civil Service,Male,Odisha,Oriya,English Oriya,FALSE,Superannuated,Supremo
OR023515,Shri Bata Krushna Das,Indian Administrative Services,Odisha ,1988,13-04-1940,27-12-1995,By Promotion from State Civil Service,Male,Odisha,Oriya,English Oriya,FALSE,Superannuated,Supremo
OR023516,Shri C.B.S.R.Rao,Indian Administrative Services,Odisha ,1988,10-10-1939,27-12-1995,By Promotion from State Civil Service,Male,Odisha,Oriya,English Oriya,FALSE,Superannuated,Supremo
OR023517,Shri Binoy Chandra Patra,Indian Administrative Services,Odisha ,1988,24-07-1941,27-12-1995,By Promotion from State Civil Service,Male,Odisha,Oriya,Bengali English Hindi,FALSE,Superannuated,Supremo
OR023518,Shri Duryodhan Nayak,Indian Administrative Services,Odisha ,1988,28-03-1941,27-12-1995,By Promotion from State Civil Service,Male,Odisha,Oriya,Bengali English Hindi Oriya,FALSE,Superannuated,Supremo
OR023519,Shri P K Tripathy,Indian Administrative Services,Odisha ,1988,05-01-1942,27-12-1995,By Promotion from State Civil Service,Male,Odisha,Oriya,English,FALSE,Superannuated,Supremo
OR023521,Shri D.K.Pujari,Indian Administrative Services,Odisha ,1988,10-04-1940,27-12-1995,By Promotion from State Civil Service,Male,Odisha,Oriya,English Oriya,FALSE,Superannuated,Supremo
OR023522,Shri Alekh Charan Sahoo,Indian Administrative Services,Odisha ,1988,19-01-1941,01-02-1996,By Promotion from State Civil Service,Male,Odisha,Oriya,English Oriya,FALSE,Superannuated,Supremo
OR023523,Shri Puran Chandra Pal,Indian Administrative Services,Odisha ,1988,23-11-1942,01-02-1996,By Promotion from State Civil Service,Male,Odisha,Oriya,English,FALSE,Superannuated,Supremo
OR023524,Shri Sri Hari Nayak,Indian Administrative Services,Odisha ,1988,01-08-1942,01-02-1996,By Promotion from State Civil Service,Male,Odisha,Oriya,English Oriya,FALSE,Retired voluntarily,Supremo
OR023525,Shri Partha Sarthi Guha,Indian Administrative Services,Odisha ,1988,29-08-1940,10-01-1996,By Promotion from State Civil Service,Male,Odisha,Oriya,English Oriya,FALSE,Superannuated,Supremo
OR023526,Shri Prasant Kumar Chand,Indian Administrative Services,Odisha ,1988,17-03-1942,06-02-1996,By Promotion from State Civil Service,Male,Odisha,Oriya,English Hindi Oriya,FALSE,Superannuated,Supremo
OR023527,Shri R N Das,Indian Administrative Services,Odisha ,1988,14-11-1949,12-10-1993,By Promotion from State Civil Service,Male,Odisha,Oriya,English Hindi Oriya,FALSE,Superannuated,Supremo
OR023528,Shri Krushna Chandra Badu,Indian Administrative Services,Odisha ,1988,18-07-1947,18-08-1994,By Promotion from State Civil Service,Male,Odisha,Oriya,English Hindi Oriya,FALSE,Retired voluntarily,Supremo
OR023529,Shri Brahmananda Rout,Indian Administrative Services,Odisha ,1988,19-05-1943,23-05-1996,By Promotion from State Civil Service,Male,Odisha,Oriya,Bengali English Hindi,FALSE,Superannuated,Supremo
OR023530,Shri Bhagwan Chandra Das,Indian Administrative Services,Odisha ,1988,17-01-1943,23-05-1996,By Promotion from State Civil Service,Male,Odisha,Oriya,English Oriya,FALSE,Superannuated,Supremo
OR023531,Shri Surya Narayan Panda,Indian Administrative Services,Odisha ,1988,25-01-1943,26-08-1996,By Promotion from State Civil Service,Male,Odisha,Oriya,English Hindi Oriya,FALSE,Superannuated,Supremo
OR023532,Shri Permananda Ray,Indian Administrative Services,Odisha ,1988,16-05-1943,22-10-1996,By Promotion from State Civil Service,Male,Odisha,Oriya,English Oriya,FALSE,Superannuated,Supremo
OR023533,Shri Dandanirodha Mishra,Indian Administrative Services,Odisha ,1988,29-04-1945,22-10-1996,By Promotion from State Civil Service,Male,Odisha,Oriya,English Hindi Oriya,FALSE,Superannuated,Supremo
OR023534,Shri N Jali,Indian Administrative Services,Odisha ,1988,10-10-1944,05-12-1996,By Promotion from State Civil Service,Male,Odisha,Oriya,English Oriya,FALSE,Superannuated,Supremo
OR023535,Shri A Swain,Indian Administrative Services,Odisha ,1988,05-04-1944,05-12-1996,By Promotion from State Civil Service,Male,Odisha,Oriya,English Oriya,FALSE,Superannuated,Supremo
PB018211,Shri Satinder Pal Singh,Indian Administrative Services,Punjab ,1988,01-08-1950,12-01-1994,By Promotion from State Civil Service,Male,Punjab,Punjabi,English Hindi Punjabi,FALSE,Superannuated,Supremo
PB018212,Shri Surjit Singh Rajput,Indian Administrative Services,Punjab ,1988,06-10-1951,12-01-1994,By Promotion from State Civil Service,Male,Punjab,Punjabi,English Hindi Punjabi,FALSE,Superannuated,Supremo
PB018213,Shri Kulbir Singh Sidhu,Indian Administrative Services,Punjab ,1988,04-08-1946,12-01-1994,By Promotion from State Civil Service,Male,Punjab,Punjabi,English Hindi Punjabi,FALSE,Superannuated,Supremo
PB018214,Shri Jung Bahadur Goel,Indian Administrative Services,Punjab ,1988,23-08-1946,12-01-1994,By Promotion from State Civil Service,Male,Punjab,Punjabi,English Hindi Punjabi,FALSE,Superannuated,Supremo
PB018215,Shri Sukhpal Singh Gill,Indian Administrative Services,Punjab ,1988,25-07-1947,12-01-1994,By Promotion from State Civil Service,Male,Punjab,Punjabi,English Hindi Punjabi,FALSE,Superannuated,Supremo
PB018216,Shri Roshan Lal Kalsia,Indian Administrative Services,Punjab ,1988,07-04-1947,12-01-1994,By Promotion from State Civil Service,Male,Punjab,Punjabi,English Hindi Punjabi,FALSE,Superannuated,Supremo
PB018217,Shri Narinderjit Singh,Indian Administrative Services,Punjab ,1988,02-12-1949,01-06-1993,By Selection,Male,Punjab,Punjabi,English Hindi Punjabi,FALSE,Superannuated,Supremo
PB018218,Shri Ashok Kumar Goel,Indian Administrative Services,Punjab ,1988,08-09-1950,01-06-1993,By Selection,Male,Punjab,Punjabi,English Hindi Punjabi,FALSE,Superannuated,Supremo
PB018219,Shri Som Parkash,Indian Administrative Services,Punjab ,1988,03-04-1949,01-06-1993,By Selection,Male,Punjab,Punjabi,English Hindi Punjabi,FALSE,Superannuated,Supremo
CG040300,Shri Babulal Agrawal,Indian Administrative Services,Chhattisgarh ,1988,20-06-1965,25-08-1988,Direct Recruitment,Male,Madhya Pradesh,Hindi,English Oriya,TRUE,N.A.,Supremo
CG040700,Shri K. D. Prasad Rao,Indian Administrative Services,Chhattisgarh ,1988,25-10-1959,25-08-1988,Direct Recruitment,Male,Andhra Pradesh,Telugu,English Hindi Tamil,FALSE,Superannuated,Supremo
BH040100,Dr. Dharmendra Singh Gangwar,Indian Administrative Services,Bihar ,1988,01-07-1963,25-08-1988,Direct Recruitment,Male,Uttar Pradesh,Hindi,English,TRUE,N.A.,Supremo
BH040700,Shri Sudhir Kumar,Indian Administrative Services,Bihar ,1988,06-03-1962,25-08-1988,Direct Recruitment,Male,Bihar,Hindi,English German Urdu,TRUE,N.A.,Supremo
AP035500,Dr. Vijay Kumar,Indian Administrative Services,Andhra Pradesh ,1988,03-08-1956,25-08-1988,Direct Recruitment,Male,Delhi,Hindi,English,FALSE,Superannuated,Supremo
AP035100,Shri Giridhar Aramane,Indian Administrative Services,Andhra Pradesh ,1988,12-06-1963,02-09-1988,Direct Recruitment,Male,Andhra Pradesh,Telugu,English Hindi,TRUE,N.A.,Supremo
AP035200,Ms. Poonam Malakondiah,Indian Administrative Services,Andhra Pradesh ,1988,01-07-1964,25-08-1988,Direct Recruitment,Female,Uttar Pradesh,Hindi,English Tamil Telugu,TRUE,N.A.,Supremo
AM021900,Shri Jishnu Barua,Indian Administrative Services,Assam Meghalya ,1988,01-09-1962,25-08-1988,Direct Recruitment,Male,Assam,Assamese,Assamese Bengali English Hindi,TRUE,N.A.,Supremo
AM022300,Shri Praveen Kumar Srivastava,Indian Administrative Services,Assam Meghalya ,1988,07-01-1962,22-08-1988,Direct Recruitment,Male,Uttar Pradesh,Hindi,English,TRUE,N.A.,Supremo
HP011200,Shri Sanjay Gupta,Indian Administrative Services,Himachal Pradesh ,1988,06-05-1966,25-08-1988,Direct Recruitment,Male,Haryana,Hindi,English,TRUE,N.A.,Supremo
HP011300,Shri Manoj Kumar,Indian Administrative Services,Himachal Pradesh ,1988,02-10-1961,29-08-1988,Direct Recruitment,Male,Uttar Pradesh,Hindi,English,TRUE,N.A.,Supremo
HP011400,Shri Ram Dass Dhiman,Indian Administrative Services,Himachal Pradesh ,1988,05-12-1962,25-08-1988,Direct Recruitment,Male,Himachal Pradesh,Hindi,English Urdu,TRUE,N.A.,Supremo
HP011500,Shri Ali Raza Rizvi,Indian Administrative Services,Himachal Pradesh ,1988,15-07-1964,25-08-1988,Direct Recruitment,Male,Bihar,Urdu,English Hindi,TRUE,N.A.,Supremo
GJ026300,Smt. Anuradha Mall,Indian Administrative Services,Gujarat ,1988,30-11-1960,29-08-1988,Direct Recruitment,Female,Gujarat,Gujarati,English Hindi Sanskrit,FALSE,Superannuated,Supremo
GJ026301,Ms. S Aparna,Indian Administrative Services,Gujarat ,1988,14-10-1963,25-08-1988,Direct Recruitment,Female,Tamil Nadu,Tamil,English French Gujarati Hindi,TRUE,N.A.,Supremo
GJ026500,Shri Mukesh Puri,Indian Administrative Services,Gujarat ,1988,26-01-1964,25-08-1988,Direct Recruitment,Male,Delhi,Punjabi,English Gujarati Hindi,TRUE,N.A.,Supremo
GJ026600,Shri Sanjay Nandan Agrawal,Indian Administrative Services,Gujarat ,1988,16-11-1963,25-08-1988,Direct Recruitment,Male,Uttar Pradesh,Hindi,English,TRUE,N.A.,Supremo
GJ026700,Shri Arvind Kumar Sharma,Indian Administrative Services,Gujarat ,1988,11-07-1962,25-08-1988,Direct Recruitment,Male,Uttar Pradesh,Hindi,English,TRUE,N.A.,Supremo
GJ026800,Shri Bidyut Bihari Swain,Indian Administrative Services,Gujarat ,1988,05-09-1963,25-08-1988,Direct Recruitment,Male,Odisha,Oriya,English Hindi,TRUE,N.A.,Supremo
GJ026900,Ms. Anita Karwal,Indian Administrative Services,Gujarat ,1988,26-11-1962,25-08-1988,Direct Recruitment,Female,Delhi,Hindi,English French,TRUE,N.A.,Supremo
HY018900,Shri Anil Kumar,Indian Administrative Services,Haryana ,1988,05-06-1959,25-08-1988,Direct Recruitment,Male,Delhi,Hindi,English,FALSE,Superannuated,Supremo
HY019000,Shri Tarun Bajaj,Indian Administrative Services,Haryana ,1988,09-11-1962,25-08-1988,Direct Recruitment,Male,Delhi,Hindi,English Punjabi,TRUE,N.A.,Supremo
HY019200,Shri Rajesh Khullar,Indian Administrative Services,Haryana ,1988,31-08-1963,25-08-1988,Direct Recruitment,Male,Chandigarh,Hindi,English Punjabi Sanskrit,TRUE,N.A.,Supremo
HY019300,Shri T V S N Prasad,Indian Administrative Services,Haryana ,1988,14-10-1964,25-08-1988,Direct Recruitment,Male,Andhra Pradesh,Telugu,English French Hindi,TRUE,N.A.,Supremo
JH040200,Shri Kailash Kumar Khandelwal,Indian Administrative Services,Jharkhand ,1988,27-07-1962,29-08-1988,Direct Recruitment,Male,Bihar,Hindi,English,TRUE,N.A.,Supremo
JH040300,Shri Lalbiaktluanga Khiangte,Indian Administrative Services,Jharkhand ,1988,26-10-1964,26-08-1988,Direct Recruitment,Male,Mizoram,Mizo,English,TRUE,N.A.,Supremo
JH040400,Ms. Alka Tiwari,Indian Administrative Services,Jharkhand ,1988,06-09-1965,18-09-1988,Direct Recruitment,Female,Uttar Pradesh,Hindi,English,TRUE,N.A.,Supremo
JH040600,Shri Arun Kumar Singh,Indian Administrative Services,Jharkhand ,1988,07-12-1963,25-08-1988,Direct Recruitment,Male,Rajasthan,Hindi,English Punjabi,TRUE,N.A.,Supremo
RJ027200,Shri Subodh Agarwal,Indian Administrative Services,Rajasthan ,1988,17-12-1965,25-08-1988,Direct Recruitment,Male,Uttar Pradesh,Hindi,Arabic English Sanskrit,TRUE,N.A.,Supremo
RJ027300,Shri Pawan Kumar Goyal,Indian Administrative Services,Rajasthan ,1988,01-02-1963,25-08-1988,Direct Recruitment,Male,Rajasthan,Hindi,English,TRUE,N.A.,Supremo
RJ027400,Shri Manjit Singh,Indian Administrative Services,Rajasthan ,1988,16-03-1958,25-08-1988,Direct Recruitment,Male,Punjab,Punjabi,English Hindi,FALSE,Superannuated,Supremo
PB018100,Ms. Anjali Bhawara,Indian Administrative Services,Punjab ,1988,01-07-1964,25-08-1988,Direct Recruitment,Female,Delhi,Hindi,English Punjabi Russian,TRUE,N.A.,Supremo
PB018200,Dr. Roshan Sunkaria,Indian Administrative Services,Punjab ,1988,28-02-1960,25-08-1988,Direct Recruitment,Male,Punjab,Hindi,English Punjabi,FALSE,Superannuated,Supremo
PB018300,Dr. Sanjay Kumar,Indian Administrative Services,Punjab ,1988,07-02-1962,25-08-1988,Direct Recruitment,Male,Bihar,Hindi,English Punjabi,TRUE,N.A.,Supremo
PB018301,Ms. Ravneet Kaur,Indian Administrative Services,Punjab ,1988,09-10-1963,01-08-1988,Direct Recruitment,Female,Punjab,Punjabi,English Hindi Punjabi,TRUE,N.A.,Supremo
KL017700,Shri Gyanesh Kumar,Indian Administrative Services,Kerala ,1988,27-01-1964,25-08-1988,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Urdu,TRUE,N.A.,Supremo
KL017800,Shri T K Jose,Indian Administrative Services,Kerala ,1988,07-06-1962,25-08-1988,Direct Recruitment,Male,Kerala,Malayalam,English,TRUE,N.A.,Supremo
KL017900,Shri Teeka Ram Meena,Indian Administrative Services,Kerala ,1988,01-03-1962,25-08-1988,Direct Recruitment,Male,Rajasthan,Hindi,English Malayalam,TRUE,N.A.,Supremo
KL018000,Dr.(Ms.) Dr Asha,Indian Administrative Services,Kerala ,1988,18-04-1963,25-08-1988,Direct Recruitment,Female,Kerala,Malayalam,English Hindi,TRUE,N.A.,Supremo
JK007900,Shri Arun Kumar Mehta,Indian Administrative Services,Jammu & Kashmir ,1988,01-12-1963,25-10-1988,Direct Recruitment,Male,Bihar,Hindi,English,TRUE,N.A.,Supremo
JK008000,Shri Sundeep Kumar Nayak,Indian Administrative Services,Jammu & Kashmir ,1988,22-07-1963,25-08-1988,Direct Recruitment,Male,Odisha,Oriya,Bengali Hindi Urdu,TRUE,N.A.,Supremo
KN028100,Ms. M V Jayanthi,Indian Administrative Services,Karnataka ,1988,25-11-1962,25-08-1988,Direct Recruitment,Female,Karnataka,Kannada,English Hindi Tamil,TRUE,N.A.,Supremo
KN028200,Shri Anilkumar Jha,Indian Administrative Services,Karnataka ,1988,01-12-1963,25-08-1988,Direct Recruitment,Male,Bihar,Hindi,English,TRUE,N.A.,Supremo
KN028300,Dr. Raj Kumar Khatri,Indian Administrative Services,Karnataka ,1988,10-10-1961,25-08-1988,Direct Recruitment,Male,Delhi,Hindi,English Kannada,TRUE,N.A.,Supremo
KN028400,Shri Shambu Dayal Meena,Indian Administrative Services,Karnataka ,1988,04-01-1957,25-08-1988,Direct Recruitment,Male,Rajasthan,Hindi,English Kannada Sanskrit,FALSE,Superannuated,Supremo
KN028500,Dr. E V Ramanareddy,Indian Administrative Services,Karnataka ,1988,18-08-1963,25-08-1988,Direct Recruitment,Male,Andhra Pradesh,Telugu,English Hindi,TRUE,N.A.,Supremo
KN028800,Dr. B. Basavaraaju,Indian Administrative Services,Karnataka ,1988,24-06-1959,25-08-1988,Direct Recruitment,Male,Karnataka,Kannada,English Hindi,FALSE,Superannuated,Supremo
MH038700,Dr. Sanjay Ambadas Chahande,Indian Administrative Services,Maharashtra ,1988,11-05-1962,25-08-1988,Direct Recruitment,Male,Maharashtra,Marathi,English Hindi,TRUE,N.A.,Supremo
MH038701,Shri Ashish Kumar Singh,Indian Administrative Services,Maharashtra ,1988,31-12-1963,25-08-1988,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Malayalam Marathi,TRUE,N.A.,Supremo
MH038800,Shri Apurva Chandra,Indian Administrative Services,Maharashtra ,1988,19-09-1964,25-08-1988,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Marathi,TRUE,N.A.,Supremo
