ID,Name,Service,Cadre,Reference_Value,Qualification,Subject,Division,Source
BH039100,Shri Bimbadhar Pradhan,Indian Administrative Service,Bihar,0,Graduate,Economics,First,Supremo
BH039100,Shri Bimbadhar Pradhan,Indian Administrative Service,Bihar,2,P.G.,Economics,Second,Supremo
BH039100,Shri Bimbadhar Pradhan,Indian Administrative Service,Bihar,4,M.Phil.,Defence & Strategic Studies,First,Supremo
BH039200,Shri Rajneesh Kumar Mahajan,Indian Administrative Service,Bihar,0,Graduate,Commerce,First,Supremo
BH039200,Shri Rajneesh Kumar Mahajan,Indian Administrative Service,Bihar,2,P.G.,Business Admn.,First,Supremo
BH039500,Shri Rajesh Bhushan,Indian Administrative Service,Bihar,0,Graduate,History,First,Supremo
BH039500,Shri Rajesh Bhushan,Indian Administrative Service,Bihar,2,P.G.,History,First,Supremo
BH039700,Shri Sudhir Kumar,Indian Administrative Service,Bihar,0,Graduate,Geography,First,Supremo
BH039800,Shri S Shiva Kumar,Indian Administrative Service,Bihar,0,Graduate,Economics,Third,Supremo
BH039800,Shri S Shiva Kumar,Indian Administrative Service,Bihar,2,P.G.,Economics,Second,Supremo
BH039800,Shri S Shiva Kumar,Indian Administrative Service,Bihar,4,PG Diploma,Journalism,First,Supremo
CG039500,Dr. Chittaranjan Kumar Khaitan,Indian Administrative Service,Chhattisgarh,0,Graduate,Hindi,First,Supremo
CG039500,Dr. Chittaranjan Kumar Khaitan,Indian Administrative Service,Chhattisgarh,2,M.Phil.,Hindi,First,Supremo
CG039500,Dr. Chittaranjan Kumar Khaitan,Indian Administrative Service,Chhattisgarh,4,P.G.,Hindi,First,Supremo
CG039500,Dr. Chittaranjan Kumar Khaitan,Indian Administrative Service,Chhattisgarh,6,Graduate,Art,First,Supremo
CG039500,Dr. Chittaranjan Kumar Khaitan,Indian Administrative Service,Chhattisgarh,8,M.A.,Hindi,First,Supremo
CG039500,Dr. Chittaranjan Kumar Khaitan,Indian Administrative Service,Chhattisgarh,10,M.B.A.,Public Service,First with Distinction,Supremo
CG039500,Dr. Chittaranjan Kumar Khaitan,Indian Administrative Service,Chhattisgarh,12,PG Diploma,Urban Dev,First with Distinction,Supremo
CG040100,Shri Rajendra Prasad Mandal,Indian Administrative Service,Chhattisgarh,0,Graduate,Electrical Engg.,First,Supremo
CG040203,Shri B V R Subrahmanyam,Indian Administrative Service,Chhattisgarh,0,Graduate,Mech.engg.,First,Supremo
CG040203,Shri B V R Subrahmanyam,Indian Administrative Service,Chhattisgarh,2,M.B.A.,Business Admn.,First,Supremo
CG040203,Shri B V R Subrahmanyam,Indian Administrative Service,Chhattisgarh,4,P.G.,Economics,-,Supremo
RJ027410,Shri K.P.Singhal,Indian Administrative Service,Rajasthan,0,Graduate,N.A.,Ordinary,Supremo
RJ027411,Shri R N Arvind,Indian Administrative Service,Rajasthan,0,P.G.,English,Ordinary,Supremo
RJ027412,Shri K N Gupta,Indian Administrative Service,Rajasthan,0,Graduate,Accoustics,First,Supremo
RJ027412,Shri K N Gupta,Indian Administrative Service,Rajasthan,2,P.G.,Accoustics,First,Supremo
RJ027413,Shri M S Khan,Indian Administrative Service,Rajasthan,0,P.G.,Political Sc.,Ordinary,Supremo
RJ027414,Shri Subhash Bhargava,Indian Administrative Service,Rajasthan,0,P.G.,Economics,Ordinary,Supremo
RJ027415,Shri Mahendra Kumar Surana,Indian Administrative Service,Rajasthan,0,Graduate,Biology,Second,Supremo
RJ027415,Shri Mahendra Kumar Surana,Indian Administrative Service,Rajasthan,2,LL.B.,Law,Second,Supremo
RJ027415,Shri Mahendra Kumar Surana,Indian Administrative Service,Rajasthan,4,M.B.A.,Business Admn.,Second,Supremo
RJ027416,Shri Ram Rakh,Indian Administrative Service,Rajasthan,0,P.G.,Philosophy,First,Supremo
RJ027417,Shri Babu Lal Jaiman,Indian Administrative Service,Rajasthan,0,Graduate,N.A.,Ordinary,Supremo
RJ027418,Shri R S Gathala,Indian Administrative Service,Rajasthan,0,Graduate,N.A.,Ordinary,Supremo
RJ027419,Shri J. P. Chandeliya,Indian Administrative Service,Rajasthan,0,LL.B.,Law,Second,Supremo
RJ027419,Shri J. P. Chandeliya,Indian Administrative Service,Rajasthan,2,P.G.,Commerce,Second,Supremo
RJ027420,Shri Tara Chand,Indian Administrative Service,Rajasthan,0,Graduate,N.A.,Ordinary,Supremo
RJ027421,Shri Rajendra Bhanawat,Indian Administrative Service,Rajasthan,0,Diploma,French,First,Supremo
RJ027421,Shri Rajendra Bhanawat,Indian Administrative Service,Rajasthan,2,Diploma,Labour Laws,First,Supremo
RJ027421,Shri Rajendra Bhanawat,Indian Administrative Service,Rajasthan,4,P.G.,Physics,First,Supremo
RJ027422,Shri J P Sharma,Indian Administrative Service,Rajasthan,0,N.A.,N.A.,N.A.,Supremo
RJ027423,Shri Ram Avtar,Indian Administrative Service,Rajasthan,0,Graduate,English Lit,Ordinary,Supremo
RJ027423,Shri Ram Avtar,Indian Administrative Service,Rajasthan,2,M.B.A.,Business Admn.,Ordinary,Supremo
RJ027423,Shri Ram Avtar,Indian Administrative Service,Rajasthan,4,P.G.,English Lit,Ordinary,Supremo
AM022311,Shri Arun Kumar Roy,Indian Administrative Service,Assam Meghalya,0,N.A.,N.A.,N.A.,Supremo
AM022312,Shri Asutos Sengupta,Indian Administrative Service,Assam Meghalya,0,Graduate,N.A.,Ordinary,Supremo
AM022314,Shri Aftabuddin Ahmed,Indian Administrative Service,Assam Meghalya,0,Graduate,N.A.,Ordinary,Supremo
AM022315,Shri Bir Bhadra Hagjer,Indian Administrative Service,Assam Meghalya,0,N.A.,N.A.,N.A.,Supremo
AM022316,Shri P Basumatary,Indian Administrative Service,Assam Meghalya,0,Graduate,N.A.,Ordinary,Supremo
AM022317,Shri Hasan Ali,Indian Administrative Service,Assam Meghalya,0,P.G.,History,Second,Supremo
AM022318,Shri Manoranjan Das,Indian Administrative Service,Assam Meghalya,0,P.G.,History,Second,Supremo
AM022319,Shri Pranab Kumar Khound,Indian Administrative Service,Assam Meghalya,0,N.A.,N.A.,N.A.,Supremo
AM022320,Dr. Sasadhar Nath,Indian Administrative Service,Assam Meghalya,0,P.G.,Zoology,Ordinary,Supremo
AM022320,Dr. Sasadhar Nath,Indian Administrative Service,Assam Meghalya,2,Ph. D.,Fishery Science,Ordinary,Supremo
AM022321,Shri J C Pegu,Indian Administrative Service,Assam Meghalya,0,Graduate,N.A.,Ordinary,Supremo
AM023911,Shri Lambha Roy,Indian Administrative Service,Assam Meghalya,0,Graduate,N.A.,Ordinary,Supremo
AP032718,Dr. C Umamalleswara Rao,Indian Administrative Service,Andhra Pradesh,0,Diploma,Cooperation,Ordinary,Supremo
AP032718,Dr. C Umamalleswara Rao,Indian Administrative Service,Andhra Pradesh,2,Graduate,Agriculture,Ordinary,Supremo
AP032718,Dr. C Umamalleswara Rao,Indian Administrative Service,Andhra Pradesh,4,P.G.,Agriculture,Ordinary,Supremo
AP032718,Dr. C Umamalleswara Rao,Indian Administrative Service,Andhra Pradesh,6,Ph. D.,Agriculture,Ordinary,Supremo
AP032720,Shri C Umamaheswara Rao,Indian Administrative Service,Andhra Pradesh,0,Graduate,Mech.engg.,First,Supremo
AP032720,Shri C Umamaheswara Rao,Indian Administrative Service,Andhra Pradesh,2,P.G.,Business Admn.,First,Supremo
AP032720,Shri C Umamaheswara Rao,Indian Administrative Service,Andhra Pradesh,4,P.G.,Mech.engg.,First,Supremo
AP032723,Shri M Veerabhadraiah,Indian Administrative Service,Andhra Pradesh,0,Diploma,Business Admn.,First,Supremo
AP032723,Shri M Veerabhadraiah,Indian Administrative Service,Andhra Pradesh,2,Graduate,Labour Laws,Second,Supremo
AP032723,Shri M Veerabhadraiah,Indian Administrative Service,Andhra Pradesh,4,Graduate,Physics,First,Supremo
AP032723,Shri M Veerabhadraiah,Indian Administrative Service,Andhra Pradesh,6,P.G.,Chemistry,First,Supremo
AP032727,Shri K Ambarish,Indian Administrative Service,Andhra Pradesh,0,Graduate,N.A.,Ordinary,Supremo
AP032729,Shri G Nageswara Rao,Indian Administrative Service,Andhra Pradesh,0,M.Sc.,N.A.,-,Supremo
AP035611,Shri K Mangapathi Rao,Indian Administrative Service,Andhra Pradesh,0,Graduate,Botany,Second,Supremo
AP035611,Shri K Mangapathi Rao,Indian Administrative Service,Andhra Pradesh,2,P.G.,Zoology,First,Supremo
AP035612,Shri G Kishan Rao Ii,Indian Administrative Service,Andhra Pradesh,0,N.A.,N.A.,N.A.,Supremo
BH040500,Shri Kv Prasad,Indian Administrative Service,Bihar,0,Graduate,Mech.engg.,First,Supremo
BH040712,Shri Satish Singh Thakur,Indian Administrative Service,Bihar,0,Graduate,History,Ordinary,Supremo
BH040712,Shri Satish Singh Thakur,Indian Administrative Service,Bihar,2,P.G.,History,Ordinary,Supremo
BH040713,Shri Baidya Nath Mishra,Indian Administrative Service,Bihar,0,Graduate,N.A.,Ordinary,Supremo
BH040715,Shri Sheo Pujan Sing,Indian Administrative Service,Bihar,0,Graduate,N.A.,Ordinary,Supremo
BH040716,Shri R N Prasad Sing,Indian Administrative Service,Bihar,0,Graduate,N.A.,Ordinary,Supremo
BH040719,Shri D Kumar Sharma,Indian Administrative Service,Bihar,0,Graduate,N.A.,Ordinary,Supremo
BH040720,Shri Baleshwar Das,Indian Administrative Service,Bihar,0,Graduate,N.A.,Ordinary,Supremo
BH040721,Shri Krishna M Pd,Indian Administrative Service,Bihar,0,Graduate,N.A.,Ordinary,Supremo
BH040723,Shri Mukund D Mishra,Indian Administrative Service,Bihar,0,Graduate,N.A.,Ordinary,Supremo
BH040737,Shri Krishna Kumar Mahto,Indian Administrative Service,Bihar,0,Graduate,N.A.,Ordinary,Supremo
BH040739,Shri Radhey Shyam Bihari Singh,Indian Administrative Service,Bihar,0,Graduate,N.A.,Ordinary,Supremo
BH040740,Shri S M S Ahmed,Indian Administrative Service,Bihar,0,Graduate,English,Second,Supremo
BH040740,Shri S M S Ahmed,Indian Administrative Service,Bihar,2,P.G.,Economics,Second,Supremo
BH040741,Shri Arun Bhushan Prasad,Indian Administrative Service,Bihar,0,LL.B.,Law,First,Supremo
BH040741,Shri Arun Bhushan Prasad,Indian Administrative Service,Bihar,2,P.G.,English,Second,Supremo
BH040742,Shri Janaki S Prasad,Indian Administrative Service,Bihar,0,Graduate,N.A.,Ordinary,Supremo
BH040743,Shri Ram B Pd Yadav,Indian Administrative Service,Bihar,0,Graduate,Civil Engg,Second,Supremo
CG040911,Shri Jawahar Shrivastava,Indian Administrative Service,Chhattisgarh,0,P.G.,Zoology,First,Supremo
CG040917,Shri M R Sarthi,Indian Administrative Service,Chhattisgarh,0,LL.B.,Law,First,Supremo
CG040917,Shri M R Sarthi,Indian Administrative Service,Chhattisgarh,2,P.G.,Economics,Second,Supremo
CG040923,Shri C Behar,Indian Administrative Service,Chhattisgarh,0,N.A.,N.A.,N.A.,Supremo
TN032111,Shri D Jothi Jagarajan,Indian Administrative Service,Tamil Nadu,0,Graduate,Law,Third,Supremo
TN032111,Shri D Jothi Jagarajan,Indian Administrative Service,Tamil Nadu,2,Graduate,Physics,First,Supremo
TN032111,Shri D Jothi Jagarajan,Indian Administrative Service,Tamil Nadu,4,M.B.A.,Business Admn.,First,Supremo
TN032112,Shri P Shanmugam,Indian Administrative Service,Tamil Nadu,0,N.A.,N.A.,N.A.,Supremo
TN032113,Shri P R Shampath,Indian Administrative Service,Tamil Nadu,0,LL.B.,Law,Second,Supremo
TN032113,Shri P R Shampath,Indian Administrative Service,Tamil Nadu,2,P.G.,Chemistry,First,Supremo
TN032114,Shri S S Jawahar,Indian Administrative Service,Tamil Nadu,0,Certificate,French,Ordinary,Supremo
TN032114,Shri S S Jawahar,Indian Administrative Service,Tamil Nadu,2,P.G.,History,Ordinary,Supremo
TN032115,Shri V Kanagaraj,Indian Administrative Service,Tamil Nadu,0,N.A.,N.A.,N.A.,Supremo
UD060017,Shri Chhaki Lal Verma,Indian Administrative Service,Uttarakhand,0,Graduate,N.A.,Ordinary,Supremo
UP060011,Dr. Deepak Krishna Verma,Indian Administrative Service,Uttar Pradesh,0,Graduate,N.A.,Ordinary,Supremo
UP060012,Shri Ram Yadav,Indian Administrative Service,Uttar Pradesh,0,Graduate,N.A.,Ordinary,Supremo
UP060013,Shri Lajpat Rai Yadav,Indian Administrative Service,Uttar Pradesh,0,Graduate,N.A.,Ordinary,Supremo
UP060014,Shri Ajit Kumar Tandon,Indian Administrative Service,Uttar Pradesh,0,Graduate,N.A.,Ordinary,Supremo
UP060015,Shri Brahmadin Singh,Indian Administrative Service,Uttar Pradesh,0,P.G.,Agriculture,First,Supremo
UP060016,Shri Jitendra Nath Mishra,Indian Administrative Service,Uttar Pradesh,0,P.G.,Ancient History,Second,Supremo
UP060018,Shri Umesh Chandra Kiran,Indian Administrative Service,Uttar Pradesh,0,P.G.,Mathematics,Second,Supremo
UP060019,Shri P C Sonia,Indian Administrative Service,Uttar Pradesh,0,Graduate,N.A.,Ordinary,Supremo
UP060020,Shri Hariom Kumar Lavania,Indian Administrative Service,Uttar Pradesh,0,Graduate,N.A.,Ordinary,Supremo
UT018600,Ms. Nandita Sehgal,Indian Administrative Service,A G M U T,0,Graduate,Political Sc.,First,Supremo
UT018600,Ms. Nandita Sehgal,Indian Administrative Service,A G M U T,2,P.G.,Political Sc.,First,Supremo
UT019011,Shri G Srivastava,Indian Administrative Service,A G M U T,0,Graduate,N.A.,Ordinary,Supremo
UT019012,Shri K S Wahi,Indian Administrative Service,A G M U T,0,Graduate,Physical Chem,Ordinary,Supremo
UT019012,Shri K S Wahi,Indian Administrative Service,A G M U T,2,LL.B.,Law,First,Supremo
UT019012,Shri K S Wahi,Indian Administrative Service,A G M U T,4,M.B.A.,Business Admn.,First,Supremo
UT019012,Shri K S Wahi,Indian Administrative Service,A G M U T,6,P.G.,Economics,First,Supremo
UT019013,Shri Ak Das,Indian Administrative Service,A G M U T,0,Graduate,English,Ordinary,Supremo
GJ026911,Shri Prakash S Shah,Indian Administrative Service,Gujarat,0,N.A.,N.A.,N.A.,Supremo
HP011411,Shri Trilok Chand Janartha,Indian Administrative Service,Himachal Pradesh,0,Graduate,English,First,Supremo
HP011411,Shri Trilok Chand Janartha,Indian Administrative Service,Himachal Pradesh,2,P.G.,English,Second,Supremo
HP011412,Dr. Diljeet Singh Dogra,Indian Administrative Service,Himachal Pradesh,0,M.Phil.,Economics,Second,Supremo
HP011412,Dr. Diljeet Singh Dogra,Indian Administrative Service,Himachal Pradesh,2,P.G.,Economics,Second,Supremo
HY019100,Shri B Panigrahi,Indian Administrative Service,Haryana,0,Graduate,Physics,First,Supremo
HY019100,Shri B Panigrahi,Indian Administrative Service,Haryana,2,P.G.,Physics,First,Supremo
HY019400,Shri M Ramsekhar,Indian Administrative Service,Haryana,0,B.Tech.,Mech.engg.,First,Supremo
HY019400,Shri M Ramsekhar,Indian Administrative Service,Haryana,2,M.P.A.,Public Policy,First,Supremo
HY019400,Shri M Ramsekhar,Indian Administrative Service,Haryana,4,M.P.A.,Urban Planning,-,Supremo
HY019411,Shri Desh Raj Dhingra,Indian Administrative Service,Haryana,0,Graduate,Mathematics,First,Supremo
HY019411,Shri Desh Raj Dhingra,Indian Administrative Service,Haryana,2,LL.B.,Law,Second,Supremo
HY019411,Shri Desh Raj Dhingra,Indian Administrative Service,Haryana,4,P.G.,English,Second,Supremo
HY019412,Shri Mohinder Kumar Midha,Indian Administrative Service,Haryana,0,B.Ed.,Public Admn,First,Supremo
HY019412,Shri Mohinder Kumar Midha,Indian Administrative Service,Haryana,2,P.G.,Public Admn,First,Supremo
HY019413,Shri Hukam Singh Rana,Indian Administrative Service,Haryana,0,Graduate,Hindi,First,Supremo
HY019413,Shri Hukam Singh Rana,Indian Administrative Service,Haryana,2,LL.B.,Law,Second,Supremo
HY019413,Shri Hukam Singh Rana,Indian Administrative Service,Haryana,4,P.G.,English,Second,Supremo
HY019414,Shri Ks Yadav,Indian Administrative Service,Haryana,0,B.Ed.,Science,Second,Supremo
HY019414,Shri Ks Yadav,Indian Administrative Service,Haryana,2,Graduate,Physics,Third,Supremo
JH040711,Shri Siyaram Prasad Sinha,Indian Administrative Service,Jharkhand,0,Graduate,N.A.,Ordinary,Supremo
JH040714,Shri Krishna Bihari Prasad Sinha,Indian Administrative Service,Jharkhand,0,Graduate,N.A.,Ordinary,Supremo
JH040724,Shri Vaidyanath Prasad,Indian Administrative Service,Jharkhand,0,Graduate,Economics,Second,Supremo
JH040724,Shri Vaidyanath Prasad,Indian Administrative Service,Jharkhand,2,Graduate,Law,Second,Supremo
JH040738,Shri Silvestar Kulu,Indian Administrative Service,Jharkhand,0,Graduate,N.A.,Ordinary,Supremo
JK007612,Shri Mohammad Ashraf,Indian Administrative Service,Jammu & Kashmir,0,Graduate,N.A.,Ordinary,Supremo
JK007911,Shri Khurshid Ahmad Malik,Indian Administrative Service,Jammu & Kashmir,0,P.G.,Botany,Second,Supremo
JK007912,Shri S.A.Masoodi,Indian Administrative Service,Jammu & Kashmir,0,Graduate,N.A.,Ordinary,Supremo
JK007913,Shri Mumtaz Afzal,Indian Administrative Service,Jammu & Kashmir,0,P.G.,Economics,Second,Supremo
JK007914,Shri A.R.Mubarki,Indian Administrative Service,Jammu & Kashmir,0,Graduate,N.A.,Ordinary,Supremo
JK007915,Shri Najamus Saqib,Indian Administrative Service,Jammu & Kashmir,0,Diploma,French,Ordinary,Supremo
JK007915,Shri Najamus Saqib,Indian Administrative Service,Jammu & Kashmir,2,P.G.,Chemistry,First,Supremo
JK007916,Shri Sheikh M Hussain,Indian Administrative Service,Jammu & Kashmir,0,Graduate,N.A.,Ordinary,Supremo
JK905200,Shri K.L.Dhar,Indian Administrative Service,Jammu & Kashmir,0,Graduate,N.A.,Ordinary,Supremo
KL017911,Shri S Ayyappan Nair,Indian Administrative Service,Kerala,0,Graduate,N.A.,Ordinary,Supremo
WB032700,Shri Sunil Kumar Chaturvedi,Indian Administrative Service,West Bengal,0,Chartered Accountant,Accountancy.Chd,Ordinary,Supremo
WB032700,Shri Sunil Kumar Chaturvedi,Indian Administrative Service,West Bengal,2,Graduate,Commerce,First,Supremo
WB033100,Shri Prashant,Indian Administrative Service,West Bengal,0,Graduate,History,First,Supremo
WB033100,Shri Prashant,Indian Administrative Service,West Bengal,2,P.G.,History,First,Supremo
WB033411,Shri Uday Nath Bhaduri,Indian Administrative Service,West Bengal,0,Graduate,N.A.,Ordinary,Supremo
WB033412,Shri Krishna C Das,Indian Administrative Service,West Bengal,0,Graduate,N.A.,Ordinary,Supremo
WB033413,Shri Ajoy Kumar Das,Indian Administrative Service,West Bengal,0,Graduate,Physics,First,Supremo
WB033413,Shri Ajoy Kumar Das,Indian Administrative Service,West Bengal,2,P.G.,App.Mathematics,Second,Supremo
WB033414,Shri Dilip Kumar Chowdhury,Indian Administrative Service,West Bengal,0,Graduate,Physics,Ordinary,Supremo
WB033415,Shri Mohd Sufyan Akhtar Khan,Indian Administrative Service,West Bengal,0,Graduate,History,Ordinary,Supremo
WB033416,Shri Panna Lal Dutta,Indian Administrative Service,West Bengal,0,Graduate,Economics,Ordinary,Supremo
WB033417,Shri Ashim Kumar Das,Indian Administrative Service,West Bengal,0,Graduate,Physics,Ordinary,Supremo
WB033418,Shri Narayan Chandra Majumdar,Indian Administrative Service,West Bengal,0,LL.B.,Law,Second,Supremo
WB033418,Shri Narayan Chandra Majumdar,Indian Administrative Service,West Bengal,2,P.G.,Commerce,Second,Supremo
WB033419,Shri Susanta Kumar Sen,Indian Administrative Service,West Bengal,0,Graduate,Chemistry,Second,Supremo
WB033419,Shri Susanta Kumar Sen,Indian Administrative Service,West Bengal,2,P.G.,Geology,Second,Supremo
WB033420,Shri P Bhattacharya,Indian Administrative Service,West Bengal,0,Graduate,N.A.,Ordinary,Supremo
WB033421,Shri S S Sen Gupta,Indian Administrative Service,West Bengal,0,N.A.,N.A.,N.A.,Supremo
WB033422,Shri Nani Gopal Chakrabroty,Indian Administrative Service,West Bengal,0,Graduate,N.A.,Ordinary,Supremo
WB033423,Shri Supriya Kumar Deb,Indian Administrative Service,West Bengal,0,Graduate,N.A.,Ordinary,Supremo
OR023520,Shri N.K.Mishra,Indian Administrative Service,Odisha,0,Graduate,N.A.,Ordinary,Supremo
KN028600,Shri Yvsk Reddy,Indian Administrative Service,Karnataka,0,Graduate,Medicine,First,Supremo
KN028700,Shri Rajdeep Saxena,Indian Administrative Service,Karnataka,0,Graduate,Civil Engg,First,Supremo
KN028813,Shri D S Ashwath,Indian Administrative Service,Karnataka,0,P.G.,History,Second,Supremo
KN028814,Shri H Shashidhar,Indian Administrative Service,Karnataka,0,Graduate,Geology,Second,Supremo
KN028814,Shri H Shashidhar,Indian Administrative Service,Karnataka,2,M.Phil.,Geology,-,Supremo
KN028814,Shri H Shashidhar,Indian Administrative Service,Karnataka,4,P.G.,Geology,First,Supremo
KN028815,Shri P N Sreenivasachari,Indian Administrative Service,Karnataka,0,P.G.,History,First,Supremo
MH039311,Shri K B Bhoge,Indian Administrative Service,Maharashtra,0,Graduate,N.A.,Ordinary,Supremo
