ID,Name,Service,Cadre,Reference_Value,Designation,Level,Office,Organisation,Field_of_Experience,Category_of_Experience,Start_Date,End_Date,Source
RJ005900,Shri Mohan Lal Anand,Indian Administrative Service,Rajasthan,5,Member,Joint Secretary,,Cadre (AIS),Revenue,Finance,01/11/1977,01/12/1979,Supremo
RJ005900,Shri Mohan Lal Anand,Indian Administrative Service,Rajasthan,6,Chairman,Joint Secretary Equivalent,M/o Agriculture,Centre,Dairy,Agriculture & Cooperation,01/07/1971,01/07/1976,Supremo
RJ005900,Shri Mohan Lal Anand,Indian Administrative Service,Rajasthan,7,Spl Secy,Director,,Cadre (AIS),Agriculture,Agriculture & Cooperation,01/12/1968,01/07/1971,Supremo
RJ005900,Shri Mohan Lal Anand,Indian Administrative Service,Rajasthan,8,Secretary,Deputy Secretary,,Cadre (AIS),Personnel Mgmt,Personnel and General Administration,01/08/1967,01/08/1968,Supremo
RJ005900,Shri Mohan Lal Anand,Indian Administrative Service,Rajasthan,9,District Collector,Deputy Secretary,Jodhpur,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/03/1965,01/08/1967,Supremo
RJ005900,Shri Mohan Lal Anand,Indian Administrative Service,Rajasthan,10,Deputy Secretary,Under Secretary,,Cadre (AIS),Planning,Planning & Prog Implementation,01/06/1962,01/07/1964,Supremo
RJ005900,Shri Mohan Lal Anand,Indian Administrative Service,Rajasthan,11,Deputy Secretary,Under Secretary,,Cadre (AIS),Planning,Planning & Prog Implementation,01/12/1960,01/06/1962,Supremo
RJ005900,Shri Mohan Lal Anand,Indian Administrative Service,Rajasthan,12,District Collector,Under Secretary,Pali,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/10/1959,01/12/1960,Supremo
RJ005900,Shri Mohan Lal Anand,Indian Administrative Service,Rajasthan,13,District Collector,Under Secretary,Jhalawar,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/09/1958,01/10/1959,Supremo
RJ005900,Shri Mohan Lal Anand,Indian Administrative Service,Rajasthan,14,Assistant Collector,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/07/1956,01/09/1958,Supremo
TN005600,Shri Tn Seshan,Indian Administrative Service,Tamil Nadu,0,Member,Secretary Equivalent,Planning Commission,Centre,Programme Implementation,Planning & Prog Implementation,01/12/1989,01/12/1990,Supremo
TN005600,Shri Tn Seshan,Indian Administrative Service,Tamil Nadu,1,Cabinet Secretary,Secretary,Cabinet Sectt,Centre,Cabinet Affairs,Personnel and General Administration,01/03/1989,01/12/1989,Supremo
TN005600,Shri Tn Seshan,Indian Administrative Service,Tamil Nadu,2,OSD to Minister,Secretary Equivalent,Cabinet Sectt,Centre,Cabinet Affairs,Personnel and General Administration,01/02/1989,01/03/1989,Supremo
TN005600,Shri Tn Seshan,Indian Administrative Service,Tamil Nadu,3,Secretary,Secretary,M/o Defence,Centre,Defence,Defence,01/06/1988,01/02/1989,Supremo
TN005600,Shri Tn Seshan,Indian Administrative Service,Tamil Nadu,4,Secretary,Secretary,,Centre,Environment & Pollution Control,Environment & Forests,01/09/1985,01/06/1988,Supremo
TN005600,Shri Tn Seshan,Indian Administrative Service,Tamil Nadu,5,Secretary,Secretary,,Centre,Forests,Environment & Forests,01/02/1985,01/09/1985,Supremo
TN005600,Shri Tn Seshan,Indian Administrative Service,Tamil Nadu,6,Additional Secy,Additional Secretary,D/o Space,Centre,Space,Science & Technology,01/03/1981,01/02/1985,Supremo
TN005600,Shri Tn Seshan,Indian Administrative Service,Tamil Nadu,7,Jt Secy,Joint Secretary,D/o Space,Centre,Space,Science & Technology,01/05/1980,01/03/1981,Supremo
TN005600,Shri Tn Seshan,Indian Administrative Service,Tamil Nadu,8,Member,Joint Secretary Equivalent,M/o Petroleum & Natural Gas,Centre,Personnel Mgmt,Personnel and General Administration,01/12/1978,01/05/1980,Supremo
TN005600,Shri Tn Seshan,Indian Administrative Service,Tamil Nadu,9,Commissioner & Secy,Joint Secretary,,Cadre (AIS),Agriculture,Agriculture & Cooperation,01/08/1977,01/12/1978,Supremo
TN005600,Shri Tn Seshan,Indian Administrative Service,Tamil Nadu,10,Commissioner & Secy,Joint Secretary,,Cadre (AIS),Industries,Industries,01/04/1976,01/08/1977,Supremo
TN005600,Shri Tn Seshan,Indian Administrative Service,Tamil Nadu,11,Jt Secy,Joint Secretary,D/o Space,Centre,Space,Science & Technology,01/09/1973,01/04/1976,Supremo
TN005600,Shri Tn Seshan,Indian Administrative Service,Tamil Nadu,12,Director,Director,D/o Space,Centre,Space,Science & Technology,01/07/1972,01/09/1973,Supremo
TN005600,Shri Tn Seshan,Indian Administrative Service,Tamil Nadu,13,Director,Director,D/o Atomic Energy,Centre,Atomic Energy,Energy,01/12/1969,01/07/1972,Supremo
TN005600,Shri Tn Seshan,Indian Administrative Service,Tamil Nadu,14,Deputy Secretary,Deputy Secretary,D/o Atomic Energy,Centre,Atomic Energy,Energy,01/08/1968,01/12/1969,Supremo
TN005600,Shri Tn Seshan,Indian Administrative Service,Tamil Nadu,15,District Collector,Deputy Secretary,Madurai,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/01/1965,01/08/1968,Supremo
TN005600,Shri Tn Seshan,Indian Administrative Service,Tamil Nadu,16,Director,Under Secretary,,Cadre (AIS),Road Transport,Transport,01/06/1962,01/01/1965,Supremo
TN005600,Shri Tn Seshan,Indian Administrative Service,Tamil Nadu,17,Deputy Secretary,Under Secretary,,Cadre (AIS),Development Admn,Land Revenue Mgmt & District Admn,01/04/1960,01/06/1962,Supremo
TN005600,Shri Tn Seshan,Indian Administrative Service,Tamil Nadu,18,Under Secy,Junior Scale,,Cadre (AIS),General Administration,Personnel and General Administration,01/07/1958,01/03/1960,Supremo
TN005600,Shri Tn Seshan,Indian Administrative Service,Tamil Nadu,19,Assistant Collector,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/04/1957,01/06/1958,Supremo
TN005700,Shri Pn Vedanaraynan,Indian Administrative Service,Tamil Nadu,0,N.A.,Secretary,,Cadre (AIS),Personnel and General Administration,Personnel and General Administration,01/02/1990,01/06/1991,Supremo
TN005700,Shri Pn Vedanaraynan,Indian Administrative Service,Tamil Nadu,1,N.A.,Secretary,,Cadre (AIS),Administrative Reforms,Personnel and General Administration,01/02/1990,01/06/1991,Supremo
TN005700,Shri Pn Vedanaraynan,Indian Administrative Service,Tamil Nadu,2,Chairman,Secretary,,Cadre (AIS),Seeds,Agriculture & Cooperation,01/11/1989,01/02/1990,Supremo
TN005700,Shri Pn Vedanaraynan,Indian Administrative Service,Tamil Nadu,3,Chairman & M D,Secretary,,Cadre (AIS),Urban Develoment,Urban Development,01/07/1989,01/11/1989,Supremo
TN005700,Shri Pn Vedanaraynan,Indian Administrative Service,Tamil Nadu,4,Chairman,Secretary,,Cadre (AIS),Industries,Industries,01/02/1988,01/07/1989,Supremo
TN005700,Shri Pn Vedanaraynan,Indian Administrative Service,Tamil Nadu,5,N.A.,Secretary,,Cadre (AIS),Corporate Management (New),Corporate Management (New),01/04/1985,01/02/1988,Supremo
TN005700,Shri Pn Vedanaraynan,Indian Administrative Service,Tamil Nadu,6,Vice Chairperson,Additional Secretary,,Cadre (AIS),Corporate Management (New),Corporate Management (New),01/01/1984,01/04/1985,Supremo
TN005700,Shri Pn Vedanaraynan,Indian Administrative Service,Tamil Nadu,7,Vice Chairperson,Joint Secretary,,Cadre (AIS),Corporate Management (New),Corporate Management (New),01/08/1978,01/01/1984,Supremo
TN005700,Shri Pn Vedanaraynan,Indian Administrative Service,Tamil Nadu,8,Chairman & M D,Joint Secretary Equivalent,M/o Textiles,Centre (PSU),Textiles,Textiles,01/03/1975,01/07/1978,Supremo
TN005700,Shri Pn Vedanaraynan,Indian Administrative Service,Tamil Nadu,9,Chairman & M D,Joint Secretary,,Cadre (AIS),Textiles,Textiles,01/04/1974,01/03/1975,Supremo
TN005700,Shri Pn Vedanaraynan,Indian Administrative Service,Tamil Nadu,10,Secretary,Director,,Cadre (AIS),Agriculture,Agriculture & Cooperation,01/10/1970,01/04/1974,Supremo
TN005700,Shri Pn Vedanaraynan,Indian Administrative Service,Tamil Nadu,11,Director,Director,,Cadre (AIS),Employment & Training,Labour & Employment,01/08/1969,01/10/1970,Supremo
TN005700,Shri Pn Vedanaraynan,Indian Administrative Service,Tamil Nadu,12,Commissioner,Deputy Secretary,,Cadre (AIS),Dairy,Agriculture & Cooperation,01/03/1966,01/05/1969,Supremo
TN005700,Shri Pn Vedanaraynan,Indian Administrative Service,Tamil Nadu,13,District Collector,Under Secretary,Thanjavur,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/08/1962,01/03/1966,Supremo
TN005700,Shri Pn Vedanaraynan,Indian Administrative Service,Tamil Nadu,14,Deputy Commissioner,Under Secretary,,Cadre (AIS),Revenue,Finance,01/10/1961,01/08/1962,Supremo
TN005700,Shri Pn Vedanaraynan,Indian Administrative Service,Tamil Nadu,15,Settlement Officer,Junior Scale,,Cadre (AIS),Settlement,Land Revenue Mgmt & District Admn,01/02/1959,01/09/1961,Supremo
TN005700,Shri Pn Vedanaraynan,Indian Administrative Service,Tamil Nadu,16,Assistant Settlement Officer,Junior Scale,,Cadre (AIS),Settlement,Land Revenue Mgmt & District Admn,01/04/1958,01/02/1959,Supremo
TN005700,Shri Pn Vedanaraynan,Indian Administrative Service,Tamil Nadu,17,Assistant Collector,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/07/1957,01/04/1958,Supremo
TN005800,Shri As Ahluwalia,Indian Administrative Service,Tamil Nadu,0,N.A.,Secretary,,Cadre (AIS),Urban Develoment,Urban Development,01/12/1985,01/06/1988,Supremo
TN005800,Shri As Ahluwalia,Indian Administrative Service,Tamil Nadu,1,Chairman,Secretary,,Cadre (AIS),Corporate Management (New),Corporate Management (New),01/04/1985,01/12/1985,Supremo
TN005800,Shri As Ahluwalia,Indian Administrative Service,Tamil Nadu,2,Chairman,Additional Secretary,,Cadre (AIS),Corporate Management (New),Corporate Management (New),01/09/1982,01/04/1985,Supremo
TN005800,Shri As Ahluwalia,Indian Administrative Service,Tamil Nadu,3,Commissioner,Joint Secretary,,Cadre (AIS),Land Reforms,Land Revenue Mgmt & District Admn,01/12/1981,01/08/1982,Supremo
TN005800,Shri As Ahluwalia,Indian Administrative Service,Tamil Nadu,4,Commissioner,Joint Secretary,,Cadre (AIS),Welfare,Social Justice & Empowerment,01/08/1978,01/12/1981,Supremo
TN005800,Shri As Ahluwalia,Indian Administrative Service,Tamil Nadu,5,Inspector General,Joint Secretary,,Cadre (AIS),Registration,Finance,01/07/1974,01/08/1978,Supremo
TN005800,Shri As Ahluwalia,Indian Administrative Service,Tamil Nadu,6,N.A.,Director,,Cadre (AIS),Tourism,Tourism,01/07/1971,01/07/1974,Supremo
TN005800,Shri As Ahluwalia,Indian Administrative Service,Tamil Nadu,7,Commissioner,Director,,Cadre (AIS),Municipal Administration,Urban Development,01/11/1970,01/07/1971,Supremo
TN005800,Shri As Ahluwalia,Indian Administrative Service,Tamil Nadu,8,District Collector,Deputy Secretary,Nilgiris,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/07/1966,01/11/1970,Supremo
TN005800,Shri As Ahluwalia,Indian Administrative Service,Tamil Nadu,9,Deputy Commissioner,Deputy Secretary,,Cadre (AIS),Civil Supplies,"Consumer Affairs, Food & PD",01/06/1965,01/07/1966,Supremo
TN005800,Shri As Ahluwalia,Indian Administrative Service,Tamil Nadu,10,Secretary,Under Secretary,,Cadre (AIS),Revenue,Finance,01/05/1964,01/06/1965,Supremo
TN005800,Shri As Ahluwalia,Indian Administrative Service,Tamil Nadu,11,Under Secy,Under Secretary,M/o Defence,Centre,Defence,Defence,01/08/1960,01/10/1963,Supremo
TN005800,Shri As Ahluwalia,Indian Administrative Service,Tamil Nadu,12,Under Secy,Junior Scale,,Cadre (AIS),Industries,Industries,01/10/1958,01/07/1960,Supremo
TN005800,Shri As Ahluwalia,Indian Administrative Service,Tamil Nadu,13,Assistant Collector,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/05/1957,01/10/1958,Supremo
AP006700,Shri K Subramanyam,Indian Administrative Service,Andhra Pradesh,0,Principal Secy,Additional Secretary,,Cadre (AIS),,N.Applicable,01/05/1989,01/11/1989,Supremo
AP006700,Shri K Subramanyam,Indian Administrative Service,Andhra Pradesh,1,Principal Secy,Additional Secretary,,Cadre (AIS),Planning,Planning & Prog Implementation,01/09/1988,01/05/1989,Supremo
AP006700,Shri K Subramanyam,Indian Administrative Service,Andhra Pradesh,2,Principal Secy,Additional Secretary,,Cadre (AIS),Finance,Finance,01/08/1987,01/09/1988,Supremo
AP006700,Shri K Subramanyam,Indian Administrative Service,Andhra Pradesh,3,Principal Secy,Additional Secretary,,Cadre (AIS),Labour & Employment,Labour & Employment,01/08/1986,01/08/1987,Supremo
AP006700,Shri K Subramanyam,Indian Administrative Service,Andhra Pradesh,4,Principal Secy,Additional Secretary,,Cadre (AIS),Agriculture,Agriculture & Cooperation,01/08/1986,01/08/1987,Supremo
AP006700,Shri K Subramanyam,Indian Administrative Service,Andhra Pradesh,5,Commissioner,Additional Secretary,,Cadre (AIS),Finance,Finance,01/07/1985,01/08/1986,Supremo
AP006700,Shri K Subramanyam,Indian Administrative Service,Andhra Pradesh,6,Vice Chairman & M D,Additional Secretary,,Cadre (AIS),Corporate Management (New),Corporate Management (New),01/10/1984,01/07/1985,Supremo
AP006700,Shri K Subramanyam,Indian Administrative Service,Andhra Pradesh,7,Principal Secy,Additional Secretary,,Cadre (AIS),Forests,Environment & Forests,01/12/1982,01/10/1984,Supremo
AP006700,Shri K Subramanyam,Indian Administrative Service,Andhra Pradesh,8,Secretary,Additional Secretary,,Cadre (AIS),Rural Development,Rural Dev,01/11/1981,01/12/1982,Supremo
AP006700,Shri K Subramanyam,Indian Administrative Service,Andhra Pradesh,9,Additional Secy,Joint Secretary Equivalent,D/o Personnel & Trg,Centre,Recruitment Bd,Service Commn,01/11/1978,01/11/1981,Supremo
AP006700,Shri K Subramanyam,Indian Administrative Service,Andhra Pradesh,10,Commissioner,Joint Secretary,,Cadre (AIS),Civil Supplies,"Consumer Affairs, Food & PD",01/02/1977,01/11/1978,Supremo
AP006700,Shri K Subramanyam,Indian Administrative Service,Andhra Pradesh,11,N.A.,Joint Secretary,,Cadre (AIS),Revenue,Finance,01/06/1976,01/02/1977,Supremo
AP006700,Shri K Subramanyam,Indian Administrative Service,Andhra Pradesh,12,Secretary,Joint Secretary,,Cadre (AIS),Public Distribution,"Consumer Affairs, Food & PD",01/08/1974,01/06/1976,Supremo
AP006700,Shri K Subramanyam,Indian Administrative Service,Andhra Pradesh,13,Spl Officer,Joint Secretary,,Cadre (AIS),Municipal Administration,Urban Development,01/12/1973,01/08/1974,Supremo
AP006700,Shri K Subramanyam,Indian Administrative Service,Andhra Pradesh,14,Director,Director,,Cadre (AIS),Agriculture,Agriculture & Cooperation,01/06/1970,01/12/1973,Supremo
AP006700,Shri K Subramanyam,Indian Administrative Service,Andhra Pradesh,15,District Collector,Deputy Secretary,East Godavari,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/12/1965,01/06/1970,Supremo
AP006700,Shri K Subramanyam,Indian Administrative Service,Andhra Pradesh,16,N.A.,Deputy Secretary,,Cadre (AIS),Personnel Mgmt,Personnel and General Administration,01/05/1964,01/10/1965,Supremo
AP006700,Shri K Subramanyam,Indian Administrative Service,Andhra Pradesh,17,District Collector,Under Secretary,Krishna,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/06/1963,01/05/1964,Supremo
AP006700,Shri K Subramanyam,Indian Administrative Service,Andhra Pradesh,18,Deputy Secretary,Under Secretary,,Cadre (AIS),Finance,Finance,01/08/1959,01/05/1963,Supremo
AP006700,Shri K Subramanyam,Indian Administrative Service,Andhra Pradesh,19,Assistant Collector,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/08/1957,01/08/1959,Supremo
AP006800,Shri V K Dar,Indian Administrative Service,Andhra Pradesh,0,N.A.,Secretary,,Cadre (AIS),,N.Applicable,01/01/1988,30/06/1989,Supremo
AP006800,Shri V K Dar,Indian Administrative Service,Andhra Pradesh,1,Secretary,Secretary,M/o Heavy Industries & Public Enterprises,Centre,Corporate Management (New),Corporate Management (New),01/02/1986,01/12/1987,Supremo
AP006800,Shri V K Dar,Indian Administrative Service,Andhra Pradesh,2,Secretary,Secretary,M/o Finance & Company Affairs,Centre,Company Affairs,Law and Justice,01/05/1985,01/02/1986,Supremo
AP006800,Shri V K Dar,Indian Administrative Service,Andhra Pradesh,3,Secretary,Secretary,M/o Finance & Company Affairs,Centre,Revenue,Finance,01/02/1985,01/05/1985,Supremo
AP006800,Shri V K Dar,Indian Administrative Service,Andhra Pradesh,4,N.A.,Additional Secretary Equivalent,Centre - Foreign Assignment,Centre (Foreign Posting),Industries,Industries,01/10/1984,01/02/1985,Supremo
AP006800,Shri V K Dar,Indian Administrative Service,Andhra Pradesh,5,Additional Secy,Additional Secretary,D/o Economic Affairs,Centre,Institutional Finance,Finance,01/11/1983,01/10/1984,Supremo
AP006800,Shri V K Dar,Indian Administrative Service,Andhra Pradesh,6,Dev Commissioner,Additional Secretary Equivalent,M/o Commerce & Industry,Centre,Small Scale Industries,Industries,01/01/1983,01/11/1983,Supremo
AP006800,Shri V K Dar,Indian Administrative Service,Andhra Pradesh,7,Additional Secy,Additional Secretary,M/o Commerce & Industry,Centre,Industries,Industries,01/01/1983,01/11/1983,Supremo
AP006800,Shri V K Dar,Indian Administrative Service,Andhra Pradesh,8,Additional Secy,Additional Secretary,President's Sectt,Centre,Personnel Mgmt,Personnel and General Administration,01/07/1981,01/01/1983,Supremo
AP006800,Shri V K Dar,Indian Administrative Service,Andhra Pradesh,9,Jt Secy,Joint Secretary,President's Sectt,Centre,Personnel Mgmt,Personnel and General Administration,01/05/1979,01/07/1981,Supremo
AP006800,Shri V K Dar,Indian Administrative Service,Andhra Pradesh,10,Secretary,Joint Secretary,,Cadre (AIS),Industries,Industries,01/06/1978,01/05/1979,Supremo
AP006800,Shri V K Dar,Indian Administrative Service,Andhra Pradesh,11,Managing Director,Joint Secretary Equivalent,,Centre (PSU),Corporate Management (New),Corporate Management (New),01/12/1975,01/06/1978,Supremo
AP006800,Shri V K Dar,Indian Administrative Service,Andhra Pradesh,12,N.A.,Joint Secretary,M/o Steel,Centre (Foreign Training),Heavy Industries,Industries,01/11/1973,01/12/1975,Supremo
AP006800,Shri V K Dar,Indian Administrative Service,Andhra Pradesh,13,N.A.,Director,M/o Steel,Centre (Foreign Training),Heavy Industries,Industries,01/03/1971,01/11/1973,Supremo
AP006800,Shri V K Dar,Indian Administrative Service,Andhra Pradesh,14,Deputy Secretary,Deputy Secretary,M/o Steel,Centre (Foreign Training),Heavy Industries,Industries,01/07/1970,01/03/1971,Supremo
AP006800,Shri V K Dar,Indian Administrative Service,Andhra Pradesh,15,District Collector,Deputy Secretary,Mahabubnagar,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/04/1968,01/07/1970,Supremo
AP006800,Shri V K Dar,Indian Administrative Service,Andhra Pradesh,16,Director,Deputy Secretary,,Cadre (AIS),Handlooms,Textiles,01/11/1964,01/03/1968,Supremo
AP006800,Shri V K Dar,Indian Administrative Service,Andhra Pradesh,17,N.A.,Under Secretary,,Cadre (AIS),Cooperatives,Agriculture & Cooperation,01/12/1963,01/11/1964,Supremo
AP006800,Shri V K Dar,Indian Administrative Service,Andhra Pradesh,18,N.A.,Under Secretary,"M/o Consumer Affairs, Food & Public Distribution",Centre (Foreign Training),Public Distribution,"Consumer Affairs, Food & PD",01/06/1960,01/12/1963,Supremo
