Item,Count
French|Intrnl Business|Geology|Economics|Geology|Intrnl Business-----Personnel and General Administration,1
German|Economics-----Transport,1
History|Economics|History-----Tourism,1
English|Law|Diplomacy|English|Diplomacy-----Textiles,1
Accountancy|Law|Business Admn.|Commerce-----Law & Justice,1
Finance|English|Mathematics-----Land Revenue Mgmt & District Admn,1
Intnl.law|Economics-----Planning & Prog Implementation,1
Finance|English|Mathematics-----Petroleum & Natural Gas,1
Economics|Econometrics|Economics-----Industries,1
"Economics|Econometrics|Economics-----Consumer Affairs, Food & PD",1
Geology|Economics|Geology-----Home,1
Finance|English|Mathematics-----Social Justice & Empowerment,1
French|Mathematics|Mathematics|Management-----Social Justice & Empowerment,1
Finance|English|Mathematics-----Industries,1
Finance|English|Mathematics-----Urban Development,1
English|Law|Diplomacy|English|Diplomacy-----Rural Dev,1
English|Law|Diplomacy|English|Diplomacy-----Labour & Employment,1
History|Law|History|History-----Transport,1
Philosophy|Sanskrit-----Home,1
English Lit|Law|English Lit-----Land Revenue Mgmt & District Admn,1
Economics|Law|Economics|Social Planning-----Agriculture & Cooperation,1
Economics|Law|Political Sc.-----Planning & Prog Implementation,1
Economics|Law|Economics|Social Planning-----Energy,1
Russian|Business Admn.|Chemistry-----N.Applicable,1
Physics|History|Physics-----Protocol,1
Nuclear Physics|Physics-----Personnel and General Administration,1
History|Economics|History-----Local Self Govt,1
Economics|Econometrics|Economics-----Corporate Management (New),1
Law|Public Admn|Political Sc.-----Urban Development,1
Law|Public Admn|Political Sc.-----Social Justice & Empowerment,1
System Analysis|Geology|Business Admn.|Geology-----Energy,1
Accountancy-----Commerce,1
Public Admn|Economics|Economics-----Protocol,1
"English|Law|Diplomacy|English|Diplomacy-----Consumer Affairs, Food & PD",1
"Accountancy-----Consumer Affairs, Food & PD",1
English|Law|Diplomacy|English|Diplomacy-----Personnel and General Administration,1
Accountancy|Law|Business Admn.|Commerce-----N.Applicable,1
Accountancy-----Information & Broadcasting,1
English|Dev Studies|English-----Land Revenue Mgmt & District Admn,1
Trade|History|Economics-----Transport,1
Physics|English-----Transport,1
"Trade|History|Economics-----Consumer Affairs, Food & PD",1
English|Dev Studies|English-----Water Resources,1
Urban Planning|English|Law|Economics-----Agriculture & Cooperation,1
English|Law|Diplomacy|English|Diplomacy-----Corporate Management (New),1
Public Admn|Economics|Economics-----Social Justice & Empowerment,1
English-----N.Available,1
Dev Adm|Economics|Economics-----Health & Family Welfare,1
Urban Planning|English Lit|English Lit-----Social Justice & Empowerment,1
Intnl.law|Economics-----Textiles,1
Economics|Law|Economics|Economics|Public Admn-----Defence,1
French|Mathematics|Mathematics|Management-----Transport,1
System Analysis|Geology|Business Admn.|Geology-----Finance,1
Economics|Law|Economics|Economics|Public Admn-----Service Commn,1
Italian|French|Physics|Physics-----Information & Broadcasting,1
Auditing|English|Economics-----Land Revenue Mgmt & District Admn,1
Electronics|Marketing|Electronics|Physics-----Public Works,1
English Lit|History|Journalism-----Personnel and General Administration,1
Mining.Engg.|Indl Engg.-----Transport,1
Economics|Poltics-----Communications & Information Technology,1
Business Admn.|Marketing Management|Public Policy-----Law & Justice,1
Economics|Poltics-----Finance,1
Economics|Poltics-----,1
Economics|Poltics-----Public Works,1
Economics|Poltics-----Planning & Prog Implementation,1
Economics|Poltics-----Land Revenue Mgmt & District Admn,1
English Lit|History|Journalism-----Environment & Forests,1
English Lit|History|Journalism-----Textiles,1
English Lit|History|Journalism-----Planning & Prog Implementation,1
Physical Chem-----Agriculture & Cooperation,1
Sociology|Mechanical|Pali-----Mines & Minerals,1
Electrical Engg.|Communication|Public Admn-----Finance,1
Electrical Engg.|Communication|Public Admn-----N.Applicable,1
Engineeriing|Engineeriing-----Social Justice & Empowerment,1
Business Admn.|Marketing Management|Public Policy-----Labour & Employment,1
Business Admn.|Marketing Management|Public Policy-----Staff Officers,1
Business Admn.|Marketing Management|Public Policy-----Industries,1
Business Admn.|Marketing Management|Public Policy-----Finance,1
Business Admn.|Marketing Management|Public Policy-----Land Revenue Mgmt & District Admn,1
Sociology|Public Health-----Labour & Employment,1
Chemistry|Law|Law-----Law & Justice,1
Chemistry|Law|Law-----Health & Family Welfare,1
Mining.Engg.|Indl Engg.-----Human Resource Dev,1
Sociology|Mechanical|Pali-----Culture,1
Auditing|English|Economics-----Health & Family Welfare,1
Electronics|Marketing|Electronics|Physics-----Planning & Prog Implementation,1
Physics|Physics|Public Admn-----Corporate Management (New),1
Accountancy|Commerce-----Service Commn,1
Economics|Development Economics|Economics-----Planning & Prog Implementation,1
Physics|Physics|Public Admn-----Water Resources,1
Electronics|Marketing|Electronics|Physics-----Industries,1
German|English|English-----Rural Dev,1
Electronics|Marketing|Electronics|Physics-----Law & Justice,1
Indl.dev.|Mathematics|Physics|Public Admn-----Personnel and General Administration,1
Electronics|Marketing|Electronics|Physics-----Communications & Information Technology,1
Physics|Mathematics-----Tourism,1
Commerce|Company Law|Mech.engg.|Cost Acct-----Information & Broadcasting,1
Chemistry|Law|Business Admn.-----Service Commn,1
Chemistry|History-----Public Works,1
Physics|Physics|Public Admn-----Agriculture & Cooperation,1
English Lit|Philosophy-----Science & Technology,1
Physics|Botany-----Rural Dev,1
Business Admn.|Marketing Management|Public Policy-----Personnel and General Administration,1
Business Admn.|Marketing Management|Public Policy-----Human Resource Dev,1
Mining.Engg.|Indl Engg.-----Personnel and General Administration,1
Physical Chem-----Personnel and General Administration,1
Physical Chem-----Land Revenue Mgmt & District Admn,1
Sociology|Public Health-----,1
Sociology|Public Health-----Women & Child Dev,1
Sociology|Public Health-----Personnel and General Administration,1
Physical Chem-----Rural Dev,1
Computer Sc|Philosophy-----Finance,1
Economics|Economics|Epidemiology-----N.Applicable,1
Planning.|Dev Adm|Economics|Statistics-----Labour & Employment,1
Planning.|Dev Adm|Economics|Statistics-----Personnel and General Administration,1
Physics|Mathematics|Technology-----Urban Development,1
Planning.|Dev Adm|Economics|Statistics-----Youth Affairs & Sports,1
"German|Chemistry-----Consumer Affairs, Food & PD",1
Economics|Law|Economics|Social Planning-----N.Applicable,1
Physics|Mathematics|Technology-----Agriculture & Cooperation,1
Economics|Economics|Social Planning-----Commerce,1
French|Physics-----Energy,1
French|Physics-----Tourism,1
French|Physics-----Rural Dev,1
History|Economics-----Energy,1
Computer Sc|Philosophy-----Land Revenue Mgmt & District Admn,1
Civil Engg-----Information & Broadcasting,1
Economics|Development Economics|Economics|Indl.economics-----N.Applicable,1
Economics|Development Economics|Economics|Indl.economics-----Urban Development,1
Economics|Development Economics|Economics|Indl.economics-----Petroleum & Natural Gas,1
Economics|Political Sc.|Public Admn-----Youth Affairs & Sports,1
Economics|English-----Water Resources,1
Geology|Geology-----Public Works,1
Economics|Economics|Social Planning-----Social Justice & Empowerment,1
Economics|Economics|Social Planning-----Agriculture & Cooperation,1
"Public Admn|Economics|Law-----Consumer Affairs, Food & PD",1
Italian|French|Physics|Physics-----Corporate Management (New),1
English Lit|Economics|History-----Health & Family Welfare,1
Economics|Economics|Social Planning-----Land Revenue Mgmt & District Admn,1
Auditing|English|Economics-----Home,1
Economics|Economics|Social Planning-----Local Self Govt,1
Computer Sc|Philosophy-----Local Self Govt,1
Computer Sc|Philosophy-----Rural Dev,1
Mining.Engg.-----Public Administration,1
Mining.Engg.-----Staff Officers,1
Mining.Engg.-----Commerce,1
Engineeriing|Engineeriing-----Culture,1
Engineeriing|Engineeriing-----Energy,1
Physics|History-----Social Justice & Empowerment,1
Physics|History-----Human Resource Dev,1
Civil Engg|Mathematics-----Human Resource Dev,1
German|Chemistry-----Planning & Prog Implementation,1
Physics|Political Sc.-----Finance,1
German|Chemistry-----Personnel and General Administration,1
German|Chemistry-----Land Revenue Mgmt & District Admn,1
Civil Engg|Physics|Business Admn.-----Agriculture & Cooperation,1
Statistics-----Planning & Prog Implementation,1
Economics|Economics|Social Planning-----Health & Family Welfare,1
Civil Engg|Physics|Business Admn.-----Human Resource Dev,1
Physics|Political Sc.-----Law & Justice,1
Economics|Political Sc.|Public Admn-----Personnel and General Administration,1
Economics|History-----Corporate Management (New),1
Geology|Economics-----Agriculture & Cooperation,1
Political Sc.|Intnl.affairs|Political Sc.-----Agriculture & Cooperation,1
Russian|Business Admn.|Chemistry-----Human Resource Dev,1
Business Admn.|Computer Sc|Management|Financial Management-----Industries,1
English|Social Sciences-----Labour & Employment,1
Accountancy|Law|Accountancy-----Rural Dev,1
History|Law|History-----Health & Family Welfare,1
Economics|Management-----Social Justice & Empowerment,1
Assamese-----Personnel and General Administration,1
Agriculture-----ST Welfare,1
App.Mathematics-----Land Revenue Mgmt & District Admn,1
Business Admn.|Computer Sc|Management|Financial Management-----Finance,1
Business Admn.|Computer Sc|Management|Financial Management-----Labour & Employment,1
Business Admn.|Computer Sc|Management|Financial Management-----Urban Development,1
Business Admn.|Computer Sc|Management|Financial Management-----Personnel and General Administration,1
Business Admn.|Computer Sc|Management|Financial Management-----Staff Officers,1
English|Social Sciences-----Agriculture & Cooperation,1
App.Mathematics-----N.Applicable,1
App.Mathematics-----Energy,1
App.Mathematics-----Rural Dev,1
"Forestry|English-----Consumer Affairs, Food & PD",1
Physics|Geology|Geology|Law|Fincl Mgt-----Water Resources,1
Physics|Geology|Geology|Law|Fincl Mgt-----Urban Development,1
Electrical Engg.|Management|Finance-----N.Applicable,1
Electrical Engg.|Management|Finance-----Urban Development,1
Electrical Engg.|Management|Finance-----Social Justice & Empowerment,1
Electrical Engg.|Management|Finance-----,1
Political Sc.|Political Sc.|Political Sc.|Political Sc.-----Development_of_NER,1
English|Social Sciences-----Health & Family Welfare,1
Science|Law-----Social Justice & Empowerment,1
Medicine|Public Admn-----Industries,1
Agriculture|Public Policy & Mgmt-----Commerce,1
Chemical Engg|Law-----Parliamentary Affairs,1
Chemical Engg|Law-----Industries,1
Agrl.Economics|Public Admn-----Rural Dev,1
Medicine|Public Admn-----N.Applicable,1
Economic Hons.|Business Econ-----Planning & Prog Implementation,1
Economic Hons.|Business Econ-----N.Applicable,1
Economic Hons.|Business Econ-----Protocol,1
Economic Hons.|Business Econ-----Science & Technology,1
Economic Hons.|Business Econ-----Land Revenue Mgmt & District Admn,1
Agriculture|Public Policy & Mgmt-----Finance,1
Hindi|Political Sc.-----Culture,1
Public Admn|Finance|Agriculture|Soil Science-----Rural Dev,1
Science|Law-----Women & Child Dev,1
Public Admn|Finance|Agriculture|Soil Science-----Urban Development,1
Public Policy|Modern Ind.Hist|Energy & Environmental Policy-----Home,1
Public Policy|Modern Ind.Hist|Energy & Environmental Policy-----Information & Broadcasting,1
Public Policy|Modern Ind.Hist|Energy & Environmental Policy-----N.Applicable,1
Public Policy|Modern Ind.Hist|Energy & Environmental Policy-----Human Resource Dev,1
Public Policy|Modern Ind.Hist|Energy & Environmental Policy-----Agriculture & Cooperation,1
Economic Hons.|Business Econ-----Commerce,1
Mass Commn-----Human Resource Dev,1
Zoology|N.A.-----Youth Affairs & Sports,1
Law|Science-----Land Revenue Mgmt & District Admn,1
Economics|Management-----Human Resource Dev,1
Political Sc.|Political Sc.|Political Sc.|Political Sc.-----Women & Child Dev,1
Political Sc.|Political Sc.|Political Sc.|Political Sc.-----Health & Family Welfare,1
Political Sc.|Political Sc.|Political Sc.|Political Sc.-----Agriculture & Cooperation,1
Business.Orgn|Marketing Mgt|Law|Urban Planning-----N.Available,1
Economics|Commerce-----Land Revenue Mgmt & District Admn,1
Engineeriing-----Petroleum & Natural Gas,1
Engineeriing-----Energy,1
Biology|Chemistry|Economics-----Personnel and General Administration,1
Political Sc.|Intnl.affairs|Political Sc.-----N.Applicable,1
English|English Lit|History|Business Admn.-----Commerce,1
English|English Lit|History|Business Admn.-----Finance,1
English|English Lit|History|Business Admn.-----Health & Family Welfare,1
History|Economics|Public Policy|Social Sciences-----Human Resource Dev,1
History|Economics|Public Policy|Social Sciences-----Industries,1
Veterinary Sc.|Technology-----Urban Development,1
Political Sc.|Political Sc.|Political Sc.|Political Sc.-----Finance,1
English|English Lit|History|Business Admn.-----Women & Child Dev,1
Economics|Law|Economics|Political Sc.|Health Policy-----Tourism,1
"Mech.engg.|Business Admn.-----Consumer Affairs, Food & PD",1
Mech.engg.|Business Admn.-----Staff Officers,1
Economics|Economics|Law|Economics-----Social Justice & Empowerment,1
Economics|Economics|Law|Economics-----Rural Dev,1
Economics|Economics|Law|Economics-----Parliamentary Affairs,1
Economics|Economics|Law|Economics-----Water Resources,1
Business.Orgn|Marketing Mgt|Law|Urban Planning-----Personnel and General Administration,1
Business.Orgn|Marketing Mgt|Law|Urban Planning-----Planning & Prog Implementation,1
Statistics|Statistics|Statistics|Statistics-----Personnel and General Administration,1
Business.Orgn|Marketing Mgt|Law|Urban Planning-----Finance,1
Economics|Commerce-----Local Self Govt,1
English|English Lit|History|Business Admn.-----Rural Dev,1
Zoology|Law-----Industries,1
Law|Physics|Management-----Industries,1
Political Sc.|Political Sc.|Political Sc.|Political Sc.-----Information & Broadcasting,1
Electrical Engg.|Management|Finance-----Chemicals & Fertilizers,1
Political Sc.|Intnl.affairs|Political Sc.-----Staff Officers,1
Electrical Engg.|Power Sys Engg-----Industries,1
Electrical Engg.|Power Sys Engg-----Finance,1
History|Economics|Public Policy|Social Sciences-----Personnel and General Administration,1
History|Economics|Public Policy|Social Sciences-----Information & Broadcasting,1
History|Economics|Public Policy|Social Sciences-----Rural Dev,1
History|Economics|Public Policy|Social Sciences-----Health & Family Welfare,1
History|Economics|Public Policy|Social Sciences-----Staff Officers,1
History|Economics|Public Policy|Social Sciences-----Finance,1
Electrical Engg.|Management|Finance-----Public Works,1
English|English Lit|History|Business Admn.-----Land Revenue Mgmt & District Admn,1
History|Economics|Public Policy|Social Sciences-----,1
