Item,Count,Field,Subject
,1,Commerce,Mech.engg.|Indl Engg.
,1,Human Resource Dev,Medicine|All Medical Subjects
,1,Rural Dev,Medicine|All Medical Subjects
,1,Commerce,Instrumentation
,1,Water Resources,Instrumentation
,1,Urban Development,Instrumentation
,1,Planning & Prog Implementation,Economics|History|Fine Arts
,1,Finance,Economics|Journalism
,1,Law & Justice,Economics|Journalism
,1,Personnel and General Administration,Economics|History|Fine Arts
,1,Environment & Forests,Bio-Technology|Chemistry
,1,Land Revenue Mgmt & District Admn,Architecture|Economics
,1,Defence,Mech.engg.|Public Mgmt & Policy
,1,Health & Family Welfare,Mech.engg.|Public Mgmt & Policy
,1,Finance,Mech.engg.|Public Mgmt & Policy
,1,Planning & Prog Implementation,Mech.engg.|Public Mgmt & Policy
,1,Agriculture & Cooperation,Mech.engg.|Public Mgmt & Policy
,1,Communications & Information Technology,Mech.engg.|Public Mgmt & Policy
,1,Commerce,Mech.engg.|Public Mgmt & Policy
,1,Industries,Mech.engg.|Public Mgmt & Policy
,1,Human Resource Dev,Mech.engg.|Public Mgmt & Policy
,1,Information & Broadcasting,Mech.engg.|Public Mgmt & Policy
,1,Land Revenue Mgmt & District Admn,Mech.engg.|Public Mgmt & Policy
,1,Public Administration,Mech.engg.|Public Mgmt & Policy
,1,,Bio-Technology|Chemistry
,1,Protocol,Bio-Technology|Chemistry
,1,Industries,Bio-Technology|Chemistry
,1,Transport,Bio-Technology|Chemistry
,1,Defence,Bio-Technology|Chemistry
,1,Energy,Bio-Technology|Chemistry
,1,Communications & Information Technology,Anthropology|Botany|Education
,1,Urban Development,Mech.engg.|Management|Business Admn.
,1,"Consumer Affairs, Food & PD",Anthropology|Botany|Education
,1,Environment & Forests,Philosophy|History
,1,Planning & Prog Implementation,Law|Public Admn|English
,1,Transport,Economics|Law|Political Sc.
,1,Finance,Law|Public Admn|English
,1,"Consumer Affairs, Food & PD",Law|Public Admn|English
,1,Agriculture & Cooperation,Law|Public Admn|English|Family Planning
,1,N.Applicable,Law|Public Admn|English|Family Planning
,1,Rural Dev,Law|Public Admn|English|Family Planning
,1,Environment & Forests,Law|Public Admn|English|Family Planning
,1,Land Revenue Mgmt & District Admn,Law|Public Admn|English|Family Planning
,1,Youth Affairs & Sports,Philosophy|History
,1,Agriculture & Cooperation,Census|Geology|Sociology
,1,N.Applicable,Philosophy|History
,1,Local Self Govt,Philosophy|History
,1,Public Works,Philosophy|History
,1,Public Administration,Law|Social Sciences|Botany|Development Economics
,1,Environment & Forests,Law|Social Sciences|Botany|Development Economics
,1,Agriculture & Cooperation,Law|Social Sciences|Botany|Development Economics
,1,Water Resources,Law|Social Sciences|Botany|Development Economics
,1,Protocol,Mathematics|Physics
,1,Planning & Prog Implementation,Law|Social Sciences|Botany|Development Economics
,1,Law & Justice,German|Mathematics
,1,Personnel and General Administration,Census|Geology|Sociology
,1,Agriculture & Cooperation,Indl.orgn.|Botany|Political Sc.
,1,Information & Broadcasting,Bio Chemistry
,1,"Consumer Affairs, Food & PD",French|Sociology|System Mgt|Dev Adm|Anthropology
,1,Textiles,French|Economics
,1,Home,Social Sciences|English Lit
,1,Protocol,Social Sciences|English Lit
,1,Public Works,French|Sociology|System Mgt|Dev Adm|Anthropology
,1,Social Justice & Empowerment,Social Sciences|English Lit
,1,Personnel and General Administration,Social Sciences|English Lit
,1,Finance,Social Sciences|English Lit
,1,Agriculture & Cooperation,Social Sciences|English Lit
,1,Industries,French|Sociology|System Mgt|Dev Adm|Anthropology
,1,Textiles,Census|Geology|Sociology
,1,Agriculture & Cooperation,French|Sociology|System Mgt|Dev Adm|Anthropology
,1,Personnel and General Administration,French|Sociology|System Mgt|Dev Adm|Anthropology
,1,Transport,French|Sociology|System Mgt|Dev Adm|Anthropology
,1,Finance,Economics|Hindi|Office Mgt.
,1,Industries,Economics|Hindi|Office Mgt.
,1,Public Works,Economics|Management
,1,Labour & Employment,Census|Geology|Sociology
,1,Local Self Govt,Census|Geology|Sociology
,1,N.Applicable,Census|Geology|Sociology
,1,Planning & Prog Implementation,Indl.orgn.|Botany|Political Sc.
,1,Public Works,Mech.engg.|Economics|Public Admn|Pure Math.
,1,Environment & Forests,Philosophy|Economics|Public Admn|Sociology
,1,Agriculture & Cooperation,Law|Sociology
,1,Tourism,Economics|Defence Studies
,1,Textiles,Economics|Defence Studies
,1,Protocol,Economics|Defence Studies
,1,Law & Justice,Mech.engg.|Economics|Public Admn|Pure Math.
,1,Home,Mech.engg.|Physics
,1,Industries,Law|Sociology
,1,Mines & Minerals,Law|Sociology
,1,Textiles,Law|Sociology
,1,Planning & Prog Implementation,Law|Sociology
,1,Rural Dev,Law|Sociology
,1,Finance,Development Economics|Law|Economics|Indl.economics
,1,Social Justice & Empowerment,Law|Sociology
,1,Planning & Prog Implementation,English Lit|Chemistry
,1,"Consumer Affairs, Food & PD",English Lit|Chemistry
,1,Rural Dev,English Lit|Chemistry
,1,Service Commn,English Lit|Chemistry
,1,Industries,Journalism|Political Sc.
,1,"Consumer Affairs, Food & PD",Journalism|Political Sc.
,1,Energy,Journalism|Political Sc.
,1,Water Resources,Journalism|Political Sc.
,1,Rural Dev,Economics|Defence Studies
,1,Urban Development,Development Economics|Law|Economics|Indl.economics
,1,Home,Indl.orgn.|Botany|Political Sc.
,1,Staff Officers,Economics|Political Sc.|Business Admn.
,1,Finance,Indl.orgn.|Botany|Political Sc.
,1,Tourism,Indl.orgn.|Botany|Political Sc.
,1,Land Revenue Mgmt & District Admn,Mech.engg.|Economics|Public Admn|Pure Math.
,1,Home,Mech.engg.|Economics|Public Admn|Pure Math.
,1,Industries,Economics|Political Sc.|Business Admn.
,1,Petroleum & Natural Gas,Economics|Political Sc.|Business Admn.
,1,Petroleum & Natural Gas,Mech.engg.|Economics|Public Admn|Pure Math.
,1,N.Applicable,Economics|Political Sc.|Business Admn.
,1,Public Works,Economics|Political Sc.|Business Admn.
,1,Environment & Forests,Economics|Political Sc.|Business Admn.
,1,Environment & Forests,Mech.engg.|Economics|Public Admn|Pure Math.
,1,Land Revenue Mgmt & District Admn,Economics|Political Sc.|Business Admn.
,1,Agriculture & Cooperation,Economics|Political Sc.|Business Admn.
,1,Home,Economics|Political Sc.|Business Admn.
,1,Human Resource Dev,Botany|English Lit
,1,N.Applicable,Botany|English Lit
,1,Local Self Govt,Economics|Political Sc.
,1,Energy,Mech.engg.|Economics|Public Admn|Pure Math.
,1,Personnel and General Administration,Development Economics|Law|Economics|Indl.economics
,1,Social Justice & Empowerment,Mech.engg.|Economics|Public Admn|Pure Math.
,1,Energy,French|Economics
,1,Social Justice & Empowerment,French|Economics
,1,Public Works,French|Economics
,1,Corporate Management (New),Economics|Public Admn
,1,Agriculture & Cooperation,Economics|Finance|Physics|Physics (hons)
,1,Land Revenue Mgmt & District Admn,Economics|Finance|Physics|Physics (hons)
,1,Youth Affairs & Sports,History|Physics
,1,Labour & Employment,History|Physics
,1,Parliamentary Affairs,Zoology|Public Admn|Marine Biology
,1,Finance,Zoology|Public Admn|Marine Biology
,1,N.Applicable,Zoology|Public Admn|Marine Biology
,1,Staff Officers,Zoology|Public Admn|Marine Biology
,1,Agriculture & Cooperation,Zoology|Public Admn|Marine Biology
,1,Social Justice & Empowerment,Law|English|Hindi
,1,Protocol,Economics|Finance|Physics|Physics (hons)
,1,Industries,Economic Dev.|Mathematics
,1,Commerce,Law|English|Hindi
,1,Urban Development,Economic Dev.|Mathematics
,1,Finance,Economic Dev.|Mathematics
,1,Communications & Information Technology,Economic Dev.|Mathematics
,1,Protocol,English|History
,1,Tourism,Economic Dev.|Mathematics
,1,Finance,Admn.Sc.&Dev Problem|Physics|Political Sc.
,1,Personnel and General Administration,Admn.Sc.&Dev Problem|Physics|Political Sc.
,1,Social Justice & Empowerment,Economics|Finance|Physics|Physics (hons)
,1,Tourism,Economics|Finance|Physics|Physics (hons)
,1,Transport,French|Economics
,1,Agriculture & Cooperation,Mech.engg.|Mathematics|Business Admn.
,1,Human Resource Dev,Philosophy|Economics|Public Admn|Sociology
,1,Energy,Rural Social Dev|Management|Physics
,1,Chemicals & Fertilizers,Rural Social Dev|Management|Physics
,1,Agriculture & Cooperation,Rural Social Dev|Management|Physics
,1,Urban Development,Rural Social Dev|Management|Physics
,1,Science & Technology,Rural Social Dev|Management|Physics
,1,Planning & Prog Implementation,Economics|Social Sciences
,1,Home,Social Sciences|English
,1,Environment & Forests,Mech.engg.|Business Admn.
,1,Health & Family Welfare,Mech.engg.|Mathematics|Business Admn.
,1,Commerce,Economics|Finance|Physics|Physics (hons)
,1,Transport,Mech.engg.|Mathematics|Business Admn.
,1,Land Revenue Mgmt & District Admn,Mech.engg.|Mathematics|Business Admn.
,1,Defence,Social Planning|Law|Political Sc.
,1,Tourism,Social Planning|Law|Political Sc.
,1,Human Resource Dev,Social Planning|Law|Political Sc.
,1,Transport,Social Planning|Law|Political Sc.
,1,N.Applicable,Social Planning|Law|Political Sc.
,1,Defence,Economics|Finance|Physics|Physics (hons)
,1,Women & Child Dev,Economics|Finance|Physics|Physics (hons)
,1,Social Justice & Empowerment,Admn.Sc.&Dev Problem|Physics|Political Sc.
,1,N.Applicable,Admn.Sc.&Dev Problem|Physics|Political Sc.
,1,Youth Affairs & Sports,Admn.Sc.&Dev Problem|Physics|Political Sc.
,1,Finance,English|Pers.Mgt.|Political Sc.
,1,Labour & Employment,Law|English|Education|Economics
,1,Land Revenue Mgmt & District Admn,Law|English|Education|Economics
,1,Health & Family Welfare,Law|English|Education|Economics
,1,Agriculture & Cooperation,Law|English|Education|Economics
,1,Local Self Govt,Law|English|Education|Economics
,1,Finance,Law|English|Education|Economics
,1,Health & Family Welfare,English|Pers.Mgt.|Political Sc.
,1,Transport,English|Pers.Mgt.|Political Sc.
,1,Culture,English|Pers.Mgt.|Political Sc.
,1,Law & Justice,English|Pers.Mgt.|Political Sc.
,1,ST Welfare,Zoology
,1,N.Applicable,N.A.|English|History
,1,Industries,N.A.|English|History
,1,Rural Dev,N.A.|English|History
,1,Land Revenue Mgmt & District Admn,N.A.|English|History
,1,N.Applicable,German|History|Physics
,1,Land Revenue Mgmt & District Admn,German|History|Physics
,1,Industries,French|Economics
,1,Home,French|Economics
,1,Health & Family Welfare,French|Economics
,1,Protocol,Law|English|Education|Economics
,1,Social Justice & Empowerment,Law|English|Education|Economics
,1,Rural Dev,Law|English|Education|Economics
,1,Home,Dev Adm|Law|Botany|Chemistry
,1,N.Applicable,Law|History|Chemistry
,1,Law & Justice,Economics|History|Development Economics
,1,Public Works,Economics|History|Development Economics
,1,Transport,Economics|History|Business Admn.
,1,Tourism,Economics|History|Business Admn.
,1,Personnel and General Administration,Law|History|Chemistry
,1,Industries,Development Economics|History|Economics|Business Admn.
,1,Agriculture & Cooperation,Development Economics|History|Economics|Business Admn.
,1,Personnel and General Administration,Development Economics|History|Economics|Business Admn.
,1,Staff Officers,Development Economics|History|Economics|Business Admn.
,1,Human Resource Dev,Development Economics|History|Economics|Business Admn.
,1,Land Revenue Mgmt & District Admn,Development Economics|History|Economics|Business Admn.
,1,Energy,Sociology|History
,1,Communications & Information Technology,Dev Adm|Law|Botany|Chemistry
,1,Public Works,Hindi
,1,Textiles,Dev Adm|Law|Botany|Chemistry
,1,Social Justice & Empowerment,Dev Adm|Law|Botany|Chemistry
,1,Human Resource Dev,Dev Adm|Law|Botany|Chemistry
,1,Personnel and General Administration,Law|English|Education|Economics
,1,Transport,Journalism|Political Sc.
,1,Planning & Prog Implementation,Journalism|Political Sc.
,1,Agriculture & Cooperation,Journalism|Political Sc.
,1,Transport,Development Economics|Chemistry
,1,Law & Justice,English Lit|History|Political Sc.
,1,Mines & Minerals,Economics|Development Economics
,1,Staff Officers,Economics|Development Economics
,1,Rural Dev,Law|Public Admn|English
,1,Textiles,Law|Public Admn|English
,1,Health & Family Welfare,Development Economics|Chemistry
,1,Youth Affairs & Sports,Development Economics|Chemistry
,1,Water Resources,Development Economics|Chemistry
,1,Science & Technology,Development Economics|Chemistry
,1,Public Works,Zoology|Marine Biology|Business Admn.
,1,Agriculture & Cooperation,English Lit|History|Political Sc.
,1,Agriculture & Cooperation,Zoology|Marine Biology|Business Admn.
,1,Personnel and General Administration,Zoology|Marine Biology|Business Admn.
,1,Urban Development,Zoology|Marine Biology|Business Admn.
,1,Industries,Zoology|Marine Biology|Business Admn.
,1,Land Revenue Mgmt & District Admn,Zoology|Marine Biology|Business Admn.
,1,Urban Development,Intnl.law|Law|Biology
,1,Protocol,Intnl.law|Law|Biology
,1,Human Resource Dev,Intnl.law|Law|Biology
,1,Labour & Employment,Intnl.law|Law|Biology
,1,Industries,English Lit|History|Political Sc.
,1,Culture,English Lit|History|Political Sc.
,1,Industries,Chinese|Chemistry
,1,N.Applicable,Economics|Public Admn|Social Sciences
,1,N.Applicable,Chinese|Chemistry
,1,Human Resource Dev,Chinese|Chemistry
,1,Land Revenue Mgmt & District Admn,Chinese|Chemistry
,1,N.Applicable,Euro.history
,1,Home,Euro.history
,1,Industries,Euro.history
,1,Defence,Economics|Public Admn|Law
,1,Health & Family Welfare,Economics|Public Admn|Social Sciences
,1,Energy,Economics|Public Admn|Social Sciences
,1,Information & Broadcasting,Economics|Public Admn|Law
,1,Planning & Prog Implementation,English Lit|History|Political Sc.
,1,Personnel and General Administration,Economics|Public Admn|Social Sciences
,1,Environment & Forests,Economics|Public Admn|Social Sciences
,1,Commerce,Economics|Public Admn|Social Sciences
,1,Labour & Employment,Law|English|Development
,1,Commerce,Law|English|Development
,1,Science & Technology,Law|English|Development
,1,N.Applicable,Law|English|Development
,1,Social Justice & Empowerment,Law|English|Development
,1,Water Resources,Economics|English Lit
,1,Law & Justice,Physics|Mathematics
,1,Finance,History|English|Divinity|Journalism
,1,Culture,History|English|Divinity|Journalism
,1,Defence,Economics|Marketing|Business Admn.
,1,Local Self Govt,Economics|Dev Adm|Law|Political Sc.
,1,N.Applicable,Economics|Dev Adm|Law|Political Sc.
,1,Textiles,Economics|Dev Adm|Law|Political Sc.
,1,Chemicals & Fertilizers,Public Admn|Social Sciences|Organic Chemistry|Chemistry
,1,Environment & Forests,Public Admn|Social Sciences|Organic Chemistry|Chemistry
,1,Health & Family Welfare,Public Admn|Social Sciences|Organic Chemistry|Chemistry
,1,N.Applicable,Public Admn|Social Sciences|Organic Chemistry|Chemistry
,1,Mines & Minerals,Public Admn|Social Sciences|Organic Chemistry|Chemistry
,1,Social Justice & Empowerment,Public Admn|Social Sciences|Organic Chemistry|Chemistry
,1,Protocol,Economics|Marketing|Business Admn.
,1,Social Justice & Empowerment,History|English|Divinity|Journalism
,1,Rural Dev,Economics|Marketing|Business Admn.
,1,Personnel and General Administration,Economics|Marketing|Business Admn.
,1,Staff Officers,Economics|Marketing|Business Admn.
,1,N.Applicable,Economics|Marketing|Business Admn.
,1,Information & Broadcasting,Economics|Marketing|Business Admn.
,1,Finance,French|Education|Physics
,1,Personnel and General Administration,French|Education|Physics
,1,Health & Family Welfare,Botany|English Lit
,1,Corporate Management (New),Botany|English Lit
,1,Law & Justice,Economics|Dev Adm|Law|Political Sc.
,1,Human Resource Dev,Economics|Dev Adm|Law|Political Sc.
,1,Agriculture & Cooperation,Economics|Dev Adm|Law|Political Sc.
,1,Commerce,Law|Chemistry
,1,Urban Development,History|English|Divinity|Journalism
,1,Transport,History|English|Divinity|Journalism
,1,Agriculture & Cooperation,History|English|Divinity|Journalism
,1,Service Commn,Geology
,1,Social Justice & Empowerment,Economics|Public Admn|Law|Mathematics
,1,Science & Technology,Economics|Public Admn|Law|Mathematics
,1,N.Applicable,Economics|Public Admn|Law|Mathematics
,1,Personnel and General Administration,Economics|Public Admn|Law|Mathematics
,1,Local Self Govt,Economics|Public Admn|Law|Mathematics
,1,Land Revenue Mgmt & District Admn,Economics|Public Admn|Law|Mathematics
,1,Planning & Prog Implementation,Economics|Public Admn|Law|Mathematics
,1,Information & Broadcasting,Education|Mathematics
,1,Corporate Management (New),Commerce|English Lit
,1,Human Resource Dev,Urdu|Chemistry
,1,Industries,Urdu|Chemistry
,1,Social Justice & Empowerment,Urdu|Chemistry
,1,Finance,Urdu|Chemistry
,1,Planning & Prog Implementation,Urdu|Chemistry
,1,Health & Family Welfare,Economics|Dev Adm|Law|Political Sc.
,1,Health & Family Welfare,Chinese|Chemistry
,1,Protocol,Chinese|Chemistry
,1,Rural Dev,Journalism|Political Sc.
,1,Industries,Economic Dev.|Physics|Political Sc.
,1,Mines & Minerals,Public Policy|Environmental Science|Geology|Administrative Science|Russian|Science
,1,Land Revenue Mgmt & District Admn,Public Policy|Environmental Science|Geology|Administrative Science|Russian|Science
